contador,fecha,hora,temperatura_ambiente,temperatura_lata
-23748,21-6-2019,12:30:49,34.70,38.44
-23747,21-6-2019,12:30:51,35.19,38.44
-23746,21-6-2019,12:30:53,34.70,38.44
-23745,21-6-2019,12:30:54,34.70,38.44
-23744,21-6-2019,12:30:56,35.19,38.44
-23743,21-6-2019,12:30:58,34.70,38.44
-23742,21-6-2019,12:31:0,35.19,38.44
-23741,21-6-2019,12:31:2,34.70,38.44
-23740,21-6-2019,12:31:3,34.70,38.44
-23739,21-6-2019,12:31:5,35.19,38.44
-23738,21-6-2019,12:31:7,34.70,38.44
-23737,21-6-2019,12:31:9,34.70,38.44
-23736,21-6-2019,12:31:11,35.19,38.44
-23735,21-6-2019,12:31:13,35.19,38.44
-23734,21-6-2019,12:31:14,35.19,38.44
-23733,21-6-2019,12:31:16,35.19,38.44
-23732,21-6-2019,12:31:18,35.19,38.44
-23731,21-6-2019,12:31:20,35.19,38.44
-23730,21-6-2019,12:31:22,35.68,38.50
-23729,21-6-2019,12:31:23,35.68,38.50
-23728,21-6-2019,12:31:25,35.68,38.50
-23727,21-6-2019,12:31:27,35.68,38.50
-23726,21-6-2019,12:31:29,35.68,38.50
-23725,21-6-2019,12:31:31,36.17,38.50
-23724,21-6-2019,12:31:32,36.17,38.50
-23723,21-6-2019,12:31:34,36.66,38.50
-23722,21-6-2019,12:31:36,36.17,38.56
-23721,21-6-2019,12:31:38,36.66,38.56
-23720,21-6-2019,12:31:40,36.17,38.56
-23719,21-6-2019,12:31:42,36.66,38.56
-23718,21-6-2019,12:31:43,36.66,38.56
-23717,21-6-2019,12:31:45,36.66,38.56
-23716,21-6-2019,12:31:47,36.17,38.56
-23715,21-6-2019,12:31:49,36.66,38.56
-23714,21-6-2019,12:31:51,36.17,38.56
-23713,21-6-2019,12:31:52,36.17,38.56
-23712,21-6-2019,12:31:54,36.66,38.56
-23711,21-6-2019,12:31:56,36.66,38.56
-23710,21-6-2019,12:31:58,36.66,38.56
-23709,21-6-2019,12:32:0,36.66,38.56
-23708,21-6-2019,12:32:1,36.17,38.56
-23707,21-6-2019,12:32:3,36.66,38.63
-23706,21-6-2019,12:32:5,36.66,38.56
-23705,21-6-2019,12:32:7,36.66,38.63
-23704,21-6-2019,12:32:9,36.66,38.63
-23703,21-6-2019,12:32:11,36.66,38.63
-23702,21-6-2019,12:32:12,36.66,38.56
-23701,21-6-2019,12:32:14,36.17,38.63
-23700,21-6-2019,12:32:16,36.17,38.63
-23699,21-6-2019,12:32:18,35.68,38.56
-23698,21-6-2019,12:32:20,35.68,38.63
-23697,21-6-2019,12:32:21,36.17,38.63
-23696,21-6-2019,12:32:23,35.68,38.63
-23695,21-6-2019,12:32:25,35.68,38.56
-23694,21-6-2019,12:32:27,35.68,38.56
-23693,21-6-2019,12:32:29,35.68,38.56
-23692,21-6-2019,12:32:30,35.68,38.56
-23691,21-6-2019,12:32:32,35.68,38.56
-23690,21-6-2019,12:32:34,35.68,38.56
-23689,21-6-2019,12:32:36,35.68,38.56
-23688,21-6-2019,12:32:38,35.68,38.56
-23687,21-6-2019,12:32:40,35.68,38.56
-23686,21-6-2019,12:32:41,35.68,38.56
-23685,21-6-2019,12:32:43,35.19,38.56
-23684,21-6-2019,12:32:45,35.68,38.56
-23683,21-6-2019,12:32:47,35.68,38.56
-23682,21-6-2019,12:32:49,35.19,38.56
-23681,21-6-2019,12:32:50,35.68,38.56
-23680,21-6-2019,12:32:52,35.19,38.56
-23679,21-6-2019,12:32:54,35.68,38.56
-23678,21-6-2019,12:32:56,35.68,38.56
-23677,21-6-2019,12:32:58,35.19,38.56
-23676,21-6-2019,12:32:59,35.68,38.56
-23675,21-6-2019,12:33:1,35.68,38.56
-23674,21-6-2019,12:33:3,35.68,38.56
-23673,21-6-2019,12:33:5,35.68,38.56
-23672,21-6-2019,12:33:7,35.68,38.56
-23671,21-6-2019,12:33:9,35.68,38.56
-23670,21-6-2019,12:33:10,35.68,38.56
-23669,21-6-2019,12:33:12,36.17,38.56
-23668,21-6-2019,12:33:14,36.17,38.56
-23667,21-6-2019,12:33:16,35.68,38.56
-23666,21-6-2019,12:33:18,36.17,38.56
-23665,21-6-2019,12:33:19,36.17,38.56
-23664,21-6-2019,12:33:21,36.17,38.56
-23663,21-6-2019,12:33:23,36.17,38.56
-23662,21-6-2019,12:33:25,36.17,38.56
-23661,21-6-2019,12:33:27,36.17,38.56
-23660,21-6-2019,12:33:28,36.17,38.56
-23659,21-6-2019,12:33:30,36.17,38.56
-23658,21-6-2019,12:33:32,35.68,38.56
-23657,21-6-2019,12:33:34,35.68,38.63
-23656,21-6-2019,12:33:36,35.68,38.56
-23655,21-6-2019,12:33:37,36.17,38.56
-23654,21-6-2019,12:33:39,36.17,38.56
-23653,21-6-2019,12:33:41,36.17,38.56
-23652,21-6-2019,12:33:43,36.17,38.56
-23651,21-6-2019,12:33:45,35.68,38.56
-23650,21-6-2019,12:33:47,35.68,38.63
-23649,21-6-2019,12:33:48,35.68,38.63
-23648,21-6-2019,12:33:50,36.17,38.56
-23647,21-6-2019,12:33:52,36.17,38.63
-23646,21-6-2019,12:33:54,36.17,38.63
-23645,21-6-2019,12:33:56,36.17,38.63
-23644,21-6-2019,12:33:57,36.17,38.63
-23643,21-6-2019,12:33:59,36.17,38.63
-23642,21-6-2019,12:34:1,36.17,38.63
-23641,21-6-2019,12:34:3,36.17,38.63
-23640,21-6-2019,12:34:5,36.17,38.63
-23639,21-6-2019,12:34:7,36.17,38.63
-23638,21-6-2019,12:34:8,36.17,38.63
-23637,21-6-2019,12:34:10,36.66,38.63
-23636,21-6-2019,12:34:12,36.17,38.69
-23635,21-6-2019,12:34:14,36.17,38.63
-23634,21-6-2019,12:34:16,35.68,38.63
-23633,21-6-2019,12:34:17,36.17,38.63
-23632,21-6-2019,12:34:19,35.68,38.63
-23631,21-6-2019,12:34:21,35.68,38.63
-23630,21-6-2019,12:34:23,35.68,38.63
-23629,21-6-2019,12:34:25,35.19,38.63
-23628,21-6-2019,12:34:26,35.68,38.63
-23627,21-6-2019,12:34:28,35.19,38.63
-23626,21-6-2019,12:34:30,35.19,38.63
-23625,21-6-2019,12:34:32,35.68,38.63
-23624,21-6-2019,12:34:34,35.68,38.63
-23623,21-6-2019,12:34:35,35.68,38.63
-23622,21-6-2019,12:34:37,35.68,38.63
-23621,21-6-2019,12:34:39,35.19,38.63
-23620,21-6-2019,12:34:41,35.19,38.63
-23619,21-6-2019,12:34:43,35.19,38.63
-23618,21-6-2019,12:34:45,35.68,38.63
-23617,21-6-2019,12:34:46,35.68,38.63
-23616,21-6-2019,12:34:48,35.68,38.63
-23615,21-6-2019,12:34:50,35.68,38.63
-23614,21-6-2019,12:34:52,36.17,38.63
-23613,21-6-2019,12:34:54,36.17,38.63
-23612,21-6-2019,12:34:55,36.17,38.63
-23611,21-6-2019,12:34:57,36.17,38.63
-23610,21-6-2019,12:34:59,36.17,38.63
-23609,21-6-2019,12:35:1,36.66,38.63
-23608,21-6-2019,12:35:3,36.17,38.69
-23607,21-6-2019,12:35:5,36.17,38.69
-23606,21-6-2019,12:35:6,36.66,38.69
-23605,21-6-2019,12:35:8,36.66,38.69
-23604,21-6-2019,12:35:10,36.66,38.69
-23603,21-6-2019,12:35:12,36.17,38.69
-23602,21-6-2019,12:35:14,36.66,38.69
-23601,21-6-2019,12:35:15,36.66,38.69
-23600,21-6-2019,12:35:17,36.66,38.69
-23599,21-6-2019,12:35:19,37.15,38.69
-23598,21-6-2019,12:35:21,36.66,38.69
-23597,21-6-2019,12:35:23,37.15,38.69
-23596,21-6-2019,12:35:24,37.15,38.69
-23595,21-6-2019,12:35:26,37.15,38.69
-23594,21-6-2019,12:35:28,37.15,38.69
-23593,21-6-2019,12:35:30,37.63,38.69
-23592,21-6-2019,12:35:32,37.63,38.69
-23591,21-6-2019,12:35:34,37.63,38.69
-23590,21-6-2019,12:35:35,37.63,38.75
-23589,21-6-2019,12:35:37,37.63,38.75
-23588,21-6-2019,12:35:39,37.63,38.75
-23587,21-6-2019,12:35:41,37.63,38.75
-23586,21-6-2019,12:35:43,37.63,38.75
-23585,21-6-2019,12:35:44,37.63,38.75
-23584,21-6-2019,12:35:46,37.63,38.75
-23583,21-6-2019,12:35:48,38.12,38.75
-23582,21-6-2019,12:35:50,37.63,38.75
-23581,21-6-2019,12:35:52,37.63,38.75
-23580,21-6-2019,12:35:53,38.12,38.75
-23579,21-6-2019,12:35:55,37.63,38.75
-23578,21-6-2019,12:35:57,37.63,38.75
-23577,21-6-2019,12:35:59,37.63,38.75
-23576,21-6-2019,12:36:1,38.12,38.75
-23575,21-6-2019,12:36:3,37.63,38.75
-23574,21-6-2019,12:36:4,38.12,38.69
-23573,21-6-2019,12:36:6,37.63,38.69
-23572,21-6-2019,12:36:8,37.63,38.69
-23571,21-6-2019,12:36:10,38.12,38.69
-23570,21-6-2019,12:36:12,37.63,38.69
-23569,21-6-2019,12:36:13,37.63,38.69
-23568,21-6-2019,12:36:15,38.12,38.69
-23567,21-6-2019,12:36:17,38.12,38.69
-23566,21-6-2019,12:36:19,37.63,38.69
-23565,21-6-2019,12:36:21,38.12,38.69
-23564,21-6-2019,12:36:22,38.12,38.69
-23563,21-6-2019,12:36:24,37.63,38.75
-23562,21-6-2019,12:36:26,37.63,38.69
-23561,21-6-2019,12:36:28,37.63,38.69
-23560,21-6-2019,12:36:30,37.63,38.75
-23559,21-6-2019,12:36:32,37.63,38.69
-23558,21-6-2019,12:36:33,37.63,38.69
-23557,21-6-2019,12:36:35,37.63,38.69
-23556,21-6-2019,12:36:37,37.63,38.75
-23555,21-6-2019,12:36:39,37.63,38.75
-23554,21-6-2019,12:36:41,37.63,38.69
-23553,21-6-2019,12:36:42,37.63,38.69
-23552,21-6-2019,12:36:44,37.63,38.75
-23551,21-6-2019,12:36:46,37.63,38.75
-23550,21-6-2019,12:36:48,37.63,38.75
-23549,21-6-2019,12:36:50,37.63,38.75
-23548,21-6-2019,12:36:51,37.63,38.75
-23547,21-6-2019,12:36:53,37.63,38.75
-23546,21-6-2019,12:36:55,37.63,38.75
-23545,21-6-2019,12:36:57,37.15,38.75
-23544,21-6-2019,12:36:59,37.63,38.75
-23543,21-6-2019,12:37:1,37.63,38.75
-23542,21-6-2019,12:37:2,37.63,38.75
-23541,21-6-2019,12:37:4,37.63,38.75
-23540,21-6-2019,12:37:6,37.63,38.75
-23539,21-6-2019,12:37:8,37.63,38.75
-23538,21-6-2019,12:37:10,37.63,38.75
-23537,21-6-2019,12:37:11,37.63,38.75
-23536,21-6-2019,12:37:13,37.63,38.75
-23535,21-6-2019,12:37:15,37.63,38.75
-23534,21-6-2019,12:37:17,37.63,38.75
-23533,21-6-2019,12:37:19,37.63,38.75
-23532,21-6-2019,12:37:20,37.63,38.75
-23531,21-6-2019,12:37:22,37.63,38.75
-23530,21-6-2019,12:37:24,38.12,38.81
-23529,21-6-2019,12:37:26,37.63,38.81
-23528,21-6-2019,12:37:28,38.12,38.81
-23527,21-6-2019,12:37:29,38.12,38.81
-23526,21-6-2019,12:37:31,38.12,38.75
-23525,21-6-2019,12:37:33,38.12,38.81
-23524,21-6-2019,12:37:35,38.12,38.81
-23523,21-6-2019,12:37:37,37.63,38.81
-23522,21-6-2019,12:37:39,38.12,38.81
-23521,21-6-2019,12:37:40,38.12,38.81
-23520,21-6-2019,12:37:42,37.63,38.81
-23519,21-6-2019,12:37:44,38.12,38.81
-23518,21-6-2019,12:37:46,38.12,38.81
-23517,21-6-2019,12:37:48,38.12,38.81
-23516,21-6-2019,12:37:49,38.12,38.75
-23515,21-6-2019,12:37:51,38.61,38.81
-23514,21-6-2019,12:37:53,38.61,38.81
-23513,21-6-2019,12:37:55,38.61,38.81
-23512,21-6-2019,12:37:57,38.61,38.81
-23511,21-6-2019,12:37:58,38.61,38.81
-23510,21-6-2019,12:38:0,38.61,38.81
-23509,21-6-2019,12:38:2,38.61,38.81
-23508,21-6-2019,12:38:4,38.12,38.81
-23507,21-6-2019,12:38:6,38.12,38.81
-23506,21-6-2019,12:38:8,38.12,38.81
-23505,21-6-2019,12:38:9,38.12,38.81
-23504,21-6-2019,12:38:11,38.12,38.81
-23503,21-6-2019,12:38:13,37.63,38.81
-23502,21-6-2019,12:38:15,37.63,38.81
-23501,21-6-2019,12:38:17,37.63,38.81
-23500,21-6-2019,12:38:18,37.63,38.81
-23499,21-6-2019,12:38:20,37.63,38.81
-23498,21-6-2019,12:38:22,37.63,38.81
-23497,21-6-2019,12:38:24,37.15,38.81
-23496,21-6-2019,12:38:26,37.63,38.81
-23495,21-6-2019,12:38:28,37.15,38.81
-23494,21-6-2019,12:38:29,37.15,38.81
-23493,21-6-2019,12:38:31,37.63,38.81
-23492,21-6-2019,12:38:33,37.15,38.81
-23491,21-6-2019,12:38:35,37.15,38.81
-23490,21-6-2019,12:38:37,37.15,38.81
-23489,21-6-2019,12:38:38,37.15,38.81
-23488,21-6-2019,12:38:40,37.15,38.81
-23487,21-6-2019,12:38:42,37.15,38.81
-23486,21-6-2019,12:38:44,36.66,38.81
-23485,21-6-2019,12:38:46,36.66,38.81
-23484,21-6-2019,12:38:47,36.66,38.81
-23483,21-6-2019,12:38:49,36.66,38.81
-23482,21-6-2019,12:38:51,36.66,38.81
-23481,21-6-2019,12:38:53,36.17,38.81
-23480,21-6-2019,12:38:55,36.17,38.81
-23479,21-6-2019,12:38:57,36.17,38.81
-23478,21-6-2019,12:38:58,36.17,38.81
-23477,21-6-2019,12:39:0,36.17,38.81
-23476,21-6-2019,12:39:2,36.17,38.81
-23475,21-6-2019,12:39:4,36.17,38.81
-23474,21-6-2019,12:39:6,36.17,38.81
-23473,21-6-2019,12:39:7,36.17,38.81
-23472,21-6-2019,12:39:9,36.17,38.81
-23471,21-6-2019,12:39:11,35.68,38.81
-23470,21-6-2019,12:39:13,36.17,38.81
-23469,21-6-2019,12:39:15,35.68,38.81
-23468,21-6-2019,12:39:16,36.17,38.81
-23467,21-6-2019,12:39:18,35.68,38.81
-23466,21-6-2019,12:39:20,35.68,38.81
-23465,21-6-2019,12:39:22,35.68,38.81
-23464,21-6-2019,12:39:24,35.68,38.81
-23463,21-6-2019,12:39:25,35.68,38.81
-23462,21-6-2019,12:39:27,35.68,38.81
-23461,21-6-2019,12:39:29,35.68,38.81
-23460,21-6-2019,12:39:31,35.68,38.81
-23459,21-6-2019,12:39:33,35.68,38.81
-23458,21-6-2019,12:39:35,35.68,38.81
-23457,21-6-2019,12:39:36,35.68,38.81
-23456,21-6-2019,12:39:38,35.68,38.81
-23455,21-6-2019,12:39:40,35.68,38.81
-23454,21-6-2019,12:39:42,35.68,38.81
-23453,21-6-2019,12:39:44,35.68,38.81
-23452,21-6-2019,12:39:45,35.68,38.81
-23451,21-6-2019,12:39:47,35.68,38.81
-23450,21-6-2019,12:39:49,36.17,38.81
-23449,21-6-2019,12:39:51,36.17,38.81
-23448,21-6-2019,12:39:53,36.17,38.81
-23447,21-6-2019,12:39:54,36.17,38.81
-23446,21-6-2019,12:39:56,36.17,38.81
-23445,21-6-2019,12:39:58,36.66,38.81
-23444,21-6-2019,12:40:0,36.17,38.81
-23443,21-6-2019,12:40:2,36.66,38.81
-23442,21-6-2019,12:40:4,36.66,38.81
-23441,21-6-2019,12:40:5,36.66,38.81
-23440,21-6-2019,12:40:7,36.66,38.81
-23439,21-6-2019,12:40:9,37.15,38.81
-23438,21-6-2019,12:40:11,37.15,38.81
-23437,21-6-2019,12:40:13,37.15,38.81
-23436,21-6-2019,12:40:14,37.15,38.81
-23435,21-6-2019,12:40:16,37.15,38.81
-23434,21-6-2019,12:40:18,37.63,38.81
-23433,21-6-2019,12:40:20,37.63,38.81
-23432,21-6-2019,12:40:22,37.15,38.81
-23431,21-6-2019,12:40:23,37.63,38.81
-23430,21-6-2019,12:40:25,37.63,38.81
-23429,21-6-2019,12:40:27,37.15,38.81
-23428,21-6-2019,12:40:29,37.15,38.81
-23427,21-6-2019,12:40:31,37.15,38.81
-23426,21-6-2019,12:40:33,37.15,38.81
-23425,21-6-2019,12:40:34,37.15,38.75
-23424,21-6-2019,12:40:36,37.15,38.81
-23423,21-6-2019,12:40:38,36.66,38.81
-23422,21-6-2019,12:40:40,37.15,38.81
-23421,21-6-2019,12:40:42,36.66,38.81
-23420,21-6-2019,12:40:43,36.17,38.81
-23419,21-6-2019,12:40:45,36.66,38.81
-23418,21-6-2019,12:40:47,36.66,38.81
-23417,21-6-2019,12:40:49,36.66,38.81
-23416,21-6-2019,12:40:51,36.66,38.81
-23415,21-6-2019,12:40:52,36.66,38.81
-23414,21-6-2019,12:40:54,36.66,38.81
-23413,21-6-2019,12:40:56,36.66,38.81
-23412,21-6-2019,12:40:58,36.66,38.81
-23411,21-6-2019,12:41:0,36.66,38.81
-23410,21-6-2019,12:41:1,37.15,38.81
-23409,21-6-2019,12:41:3,37.15,38.81
-23408,21-6-2019,12:41:5,36.66,38.81
-23407,21-6-2019,12:41:7,37.15,38.81
-23406,21-6-2019,12:41:9,37.15,38.81
-23405,21-6-2019,12:41:11,37.15,38.81
-23404,21-6-2019,12:41:12,37.15,38.81
-23403,21-6-2019,12:41:14,37.15,38.81
-23402,21-6-2019,12:41:16,37.15,38.81
-23401,21-6-2019,12:41:18,37.63,38.81
-23400,21-6-2019,12:41:20,37.63,38.81
-23399,21-6-2019,12:41:21,37.63,38.81
-23398,21-6-2019,12:41:23,37.15,38.81
-23397,21-6-2019,12:41:25,37.63,38.81
-23396,21-6-2019,12:41:27,37.15,38.81
-23395,21-6-2019,12:41:29,37.15,38.81
-23394,21-6-2019,12:41:30,37.63,38.81
-23393,21-6-2019,12:41:32,37.15,38.88
-23392,21-6-2019,12:41:34,37.15,38.81
-23391,21-6-2019,12:41:36,37.15,38.81
-23390,21-6-2019,12:41:38,37.15,38.81
-23389,21-6-2019,12:41:40,37.15,38.81
-23388,21-6-2019,12:41:41,37.15,38.81
-23387,21-6-2019,12:41:43,37.15,38.81
-23386,21-6-2019,12:41:45,37.15,38.81
-23385,21-6-2019,12:41:47,37.15,38.81
-23384,21-6-2019,12:41:49,36.66,38.81
-23383,21-6-2019,12:41:50,37.15,38.81
-23382,21-6-2019,12:41:52,36.66,38.81
-23381,21-6-2019,12:41:54,36.66,38.81
-23380,21-6-2019,12:41:56,36.66,38.81
-23379,21-6-2019,12:41:58,36.66,38.81
-23378,21-6-2019,12:41:59,36.66,38.81
-23377,21-6-2019,12:42:1,36.66,38.81
-23376,21-6-2019,12:42:3,36.17,38.81
-23375,21-6-2019,12:42:5,36.17,38.81
-23374,21-6-2019,12:42:7,36.17,38.81
-23373,21-6-2019,12:42:9,36.66,38.81
-23372,21-6-2019,12:42:10,36.17,38.81
-23371,21-6-2019,12:42:12,36.66,38.81
-23370,21-6-2019,12:42:14,36.17,38.81
-23369,21-6-2019,12:42:16,36.17,38.81
-23368,21-6-2019,12:42:18,36.66,38.81
-23367,21-6-2019,12:42:19,36.66,38.81
-23366,21-6-2019,12:42:21,36.66,38.81
-23365,21-6-2019,12:42:23,36.66,38.81
-23364,21-6-2019,12:42:25,36.66,38.81
-23363,21-6-2019,12:42:27,36.66,38.81
-23362,21-6-2019,12:42:28,36.66,38.81
-23361,21-6-2019,12:42:30,36.66,38.81
-23360,21-6-2019,12:42:32,36.66,38.81
-23359,21-6-2019,12:42:34,36.66,38.81
-23358,21-6-2019,12:42:36,36.66,38.81
-23357,21-6-2019,12:42:38,36.66,38.81
-23356,21-6-2019,12:42:39,36.66,38.81
-23355,21-6-2019,12:42:41,36.66,38.81
-23354,21-6-2019,12:42:43,36.17,38.81
-23353,21-6-2019,12:42:45,36.66,38.81
-23352,21-6-2019,12:42:47,36.66,38.81
-23351,21-6-2019,12:42:48,36.66,38.81
-23350,21-6-2019,12:42:50,36.66,38.81
-23349,21-6-2019,12:42:52,36.66,38.81
-23348,21-6-2019,12:42:54,36.66,38.81
-23347,21-6-2019,12:42:56,36.66,38.81
-23346,21-6-2019,12:42:57,37.15,38.81
-23345,21-6-2019,12:42:59,36.66,38.81
-23344,21-6-2019,12:43:1,36.66,38.81
-23343,21-6-2019,12:43:3,36.66,38.81
-23342,21-6-2019,12:43:5,36.66,38.81
-23341,21-6-2019,12:43:7,36.66,38.81
-23340,21-6-2019,12:43:8,36.66,38.81
-23339,21-6-2019,12:43:10,36.66,38.81
-23338,21-6-2019,12:43:12,36.66,38.81
-23337,21-6-2019,12:43:14,36.17,38.81
-23336,21-6-2019,12:43:16,36.17,38.81
-23335,21-6-2019,12:43:17,36.17,38.81
-23334,21-6-2019,12:43:19,36.66,38.81
-23333,21-6-2019,12:43:21,37.15,38.81
-23332,21-6-2019,12:43:23,37.15,38.81
-23331,21-6-2019,12:43:25,37.15,38.81
-23330,21-6-2019,12:43:26,36.66,38.81
-23329,21-6-2019,12:43:28,37.15,38.81
-23328,21-6-2019,12:43:30,37.15,38.81
-23327,21-6-2019,12:43:32,37.63,38.81
-23326,21-6-2019,12:43:34,37.63,38.81
-23325,21-6-2019,12:43:36,37.63,38.81
-23324,21-6-2019,12:43:37,37.63,38.81
-23323,21-6-2019,12:43:39,37.63,38.81
-23322,21-6-2019,12:43:41,37.63,38.81
-23321,21-6-2019,12:43:43,37.63,38.81
-23320,21-6-2019,12:43:45,37.63,38.81
-23319,21-6-2019,12:43:46,37.63,38.81
-23318,21-6-2019,12:43:48,37.63,38.81
-23317,21-6-2019,12:43:50,38.12,38.81
-23316,21-6-2019,12:43:52,38.12,38.81
-23315,21-6-2019,12:43:54,38.12,38.81
-23314,21-6-2019,12:43:55,38.12,38.81
-23313,21-6-2019,12:43:57,38.12,38.81
-23312,21-6-2019,12:43:59,38.12,38.81
-23311,21-6-2019,12:44:1,37.63,38.81
-23310,21-6-2019,12:44:3,38.12,38.81
-23309,21-6-2019,12:44:5,38.12,38.81
-23308,21-6-2019,12:44:6,38.12,38.81
-23307,21-6-2019,12:44:8,37.63,38.81
-23306,21-6-2019,12:44:10,38.12,38.81
-23305,21-6-2019,12:44:12,38.12,38.88
-23304,21-6-2019,12:44:14,37.63,38.81
-23303,21-6-2019,12:44:15,37.63,38.81
-23302,21-6-2019,12:44:17,37.63,38.81
-23301,21-6-2019,12:44:19,37.63,38.81
-23300,21-6-2019,12:44:21,37.63,38.81
-23299,21-6-2019,12:44:23,37.15,38.81
-23298,21-6-2019,12:44:24,37.63,38.81
-23297,21-6-2019,12:44:26,37.63,38.81
-23296,21-6-2019,12:44:28,37.63,38.81
-23295,21-6-2019,12:44:30,37.15,38.81
-23294,21-6-2019,12:44:32,37.63,38.81
-23293,21-6-2019,12:44:34,37.63,38.88
-23292,21-6-2019,12:44:36,37.63,38.88
-23291,21-6-2019,12:44:37,37.63,38.88
-23290,21-6-2019,12:44:39,37.63,38.88
-23289,21-6-2019,12:44:41,37.63,38.81
-23288,21-6-2019,12:44:43,37.15,38.88
-23287,21-6-2019,12:44:45,37.15,38.88
-23286,21-6-2019,12:44:47,37.63,38.81
-23285,21-6-2019,12:44:48,37.63,38.81
-23284,21-6-2019,12:44:50,37.15,38.81
-23283,21-6-2019,12:44:52,37.15,38.88
-23282,21-6-2019,12:44:54,37.15,38.81
-23281,21-6-2019,12:44:56,36.66,38.81
-23280,21-6-2019,12:44:57,36.66,38.81
-23279,21-6-2019,12:44:59,36.66,38.81
-23278,21-6-2019,12:45:1,36.66,38.81
-23277,21-6-2019,12:45:3,36.17,38.81
-23276,21-6-2019,12:45:5,36.17,38.81
-23275,21-6-2019,12:45:6,36.17,38.81
-23274,21-6-2019,12:45:8,36.17,38.81
-23273,21-6-2019,12:45:10,35.68,38.81
-23272,21-6-2019,12:45:12,36.17,38.81
-23271,21-6-2019,12:45:14,35.68,38.81
-23270,21-6-2019,12:45:16,35.68,38.81
-23269,21-6-2019,12:45:17,35.68,38.75
-23268,21-6-2019,12:45:19,35.68,38.81
-23267,21-6-2019,12:45:21,35.68,38.75
-23266,21-6-2019,12:45:23,35.68,38.75
-23265,21-6-2019,12:45:25,35.68,38.75
-23264,21-6-2019,12:45:26,35.68,38.75
-23263,21-6-2019,12:45:28,35.68,38.75
-23262,21-6-2019,12:45:30,36.17,38.75
-23261,21-6-2019,12:45:32,35.68,38.75
-23260,21-6-2019,12:45:34,35.68,38.75
-23259,21-6-2019,12:45:35,35.19,38.75
-23258,21-6-2019,12:45:37,35.68,38.75
-23257,21-6-2019,12:45:39,35.68,38.75
-23256,21-6-2019,12:45:41,35.68,38.75
-23255,21-6-2019,12:45:43,35.68,38.75
-23254,21-6-2019,12:45:45,35.68,38.69
-23253,21-6-2019,12:45:46,35.19,38.69
-23252,21-6-2019,12:45:48,35.19,38.69
-23251,21-6-2019,12:45:50,35.68,38.69
-23250,21-6-2019,12:45:52,35.19,38.69
-23249,21-6-2019,12:45:54,35.19,38.69
-23248,21-6-2019,12:45:55,35.68,38.69
-23247,21-6-2019,12:45:57,35.19,38.69
-23246,21-6-2019,12:45:59,35.19,38.69
-23245,21-6-2019,12:46:1,35.19,38.69
-23244,21-6-2019,12:46:3,35.19,38.69
-23243,21-6-2019,12:46:4,35.19,38.69
-23242,21-6-2019,12:46:6,35.19,38.69
-23241,21-6-2019,12:46:8,35.19,38.69
-23240,21-6-2019,12:46:10,35.68,38.69
-23239,21-6-2019,12:46:12,35.68,38.69
-23238,21-6-2019,12:46:13,35.68,38.69
-23237,21-6-2019,12:46:15,35.68,38.69
-23236,21-6-2019,12:46:17,35.68,38.69
-23235,21-6-2019,12:46:19,36.17,38.69
-23234,21-6-2019,12:46:21,36.17,38.69
-23233,21-6-2019,12:46:23,36.17,38.69
-23232,21-6-2019,12:46:24,36.17,38.69
-23231,21-6-2019,12:46:26,36.17,38.69
-23230,21-6-2019,12:46:28,36.17,38.69
-23229,21-6-2019,12:46:30,36.17,38.69
-23228,21-6-2019,12:46:32,36.17,38.69
-23227,21-6-2019,12:46:33,36.66,38.69
-23226,21-6-2019,12:46:35,36.66,38.69
-23225,21-6-2019,12:46:37,36.17,38.75
-23224,21-6-2019,12:46:39,36.17,38.75
-23223,21-6-2019,12:46:41,36.66,38.75
-23222,21-6-2019,12:46:42,36.17,38.75
-23221,21-6-2019,12:46:44,36.66,38.75
-23220,21-6-2019,12:46:46,36.66,38.75
-23219,21-6-2019,12:46:48,36.66,38.75
-23218,21-6-2019,12:46:50,36.66,38.75
-23217,21-6-2019,12:46:52,36.66,38.75
-23216,21-6-2019,12:46:53,37.15,38.75
-23215,21-6-2019,12:46:55,37.15,38.75
-23214,21-6-2019,12:46:57,37.15,38.75
-23213,21-6-2019,12:46:59,36.66,38.75
-23212,21-6-2019,12:47:1,37.15,38.75
-23211,21-6-2019,12:47:2,36.66,38.75
-23210,21-6-2019,12:47:4,36.66,38.75
-23209,21-6-2019,12:47:6,36.66,38.75
-23208,21-6-2019,12:47:8,36.66,38.75
-23207,21-6-2019,12:47:10,36.66,38.75
-23206,21-6-2019,12:47:11,36.66,38.75
-23205,21-6-2019,12:47:13,36.66,38.75
-23204,21-6-2019,12:47:15,36.66,38.75
-23203,21-6-2019,12:47:17,36.66,38.75
-23202,21-6-2019,12:47:19,36.66,38.75
-23201,21-6-2019,12:47:21,36.66,38.75
-23200,21-6-2019,12:47:22,36.17,38.75
-23199,21-6-2019,12:47:24,36.66,38.75
-23198,21-6-2019,12:47:26,36.17,38.75
-23197,21-6-2019,12:47:28,36.17,38.75
-23196,21-6-2019,12:47:30,36.17,38.81
-23195,21-6-2019,12:47:31,36.17,38.75
-23194,21-6-2019,12:47:33,36.17,38.75
-23193,21-6-2019,12:47:35,36.66,38.75
-23192,21-6-2019,12:47:37,36.17,38.81
-23191,21-6-2019,12:47:39,36.66,38.75
