contador,fecha,hora,temperatura_ambiente,temperatura_lata
6283,20-6-2019,18:39:34,33.72,38.06
6284,20-6-2019,18:39:35,34.21,38.00
6285,20-6-2019,18:39:37,34.21,38.00
6286,20-6-2019,18:39:39,33.72,38.00
6287,20-6-2019,18:39:41,34.21,38.00
6288,20-6-2019,18:39:43,34.21,38.00
6289,20-6-2019,18:39:44,33.72,38.00
6290,20-6-2019,18:39:46,34.21,38.00
6291,20-6-2019,18:39:48,34.21,38.00
6292,20-6-2019,18:39:50,34.21,38.00
6293,20-6-2019,18:39:52,33.72,38.00
6294,20-6-2019,18:39:53,34.21,38.00
6295,20-6-2019,18:39:55,34.21,38.00
6296,20-6-2019,18:39:57,34.21,38.00
6297,20-6-2019,18:39:59,34.21,38.00
6298,20-6-2019,18:40:1,34.21,38.00
6299,20-6-2019,18:40:3,34.21,38.00
6300,20-6-2019,18:40:4,34.21,38.00
6301,20-6-2019,18:40:6,34.21,38.00
6302,20-6-2019,18:40:8,34.21,38.00
6303,20-6-2019,18:40:10,34.21,38.00
6304,20-6-2019,18:40:12,33.72,38.00
6305,20-6-2019,18:40:13,34.21,38.00
6306,20-6-2019,18:40:15,34.21,38.00
6307,20-6-2019,18:40:17,34.21,38.00
6308,20-6-2019,18:40:19,34.21,38.00
6309,20-6-2019,18:40:21,34.21,38.00
6310,20-6-2019,18:40:22,34.21,38.00
6311,20-6-2019,18:40:24,34.21,38.00
6312,20-6-2019,18:40:26,34.21,38.00
6313,20-6-2019,18:40:28,34.70,38.00
6314,20-6-2019,18:40:30,34.70,38.00
6315,20-6-2019,18:40:31,34.21,38.00
6316,20-6-2019,18:40:33,34.70,37.94
6317,20-6-2019,18:40:35,34.70,38.00
6318,20-6-2019,18:40:37,34.21,38.00
6319,20-6-2019,18:40:39,34.21,38.00
6320,20-6-2019,18:40:40,34.21,37.94
6321,20-6-2019,18:40:42,34.21,37.94
6322,20-6-2019,18:40:44,34.21,37.94
6323,20-6-2019,18:40:46,33.72,37.94
6324,20-6-2019,18:40:48,34.21,37.94
6325,20-6-2019,18:40:50,33.72,37.94
6326,20-6-2019,18:40:51,33.72,37.94
6327,20-6-2019,18:40:53,33.72,37.94
6328,20-6-2019,18:40:55,33.72,37.94
6329,20-6-2019,18:40:57,33.72,37.94
6330,20-6-2019,18:40:59,33.72,37.94
6331,20-6-2019,18:41:0,33.72,37.94
6332,20-6-2019,18:41:2,33.72,37.94
6333,20-6-2019,18:41:4,33.24,37.94
6334,20-6-2019,18:41:6,33.72,37.94
6335,20-6-2019,18:41:8,33.72,37.94
6336,20-6-2019,18:41:9,33.72,37.94
6337,20-6-2019,18:41:11,33.72,37.94
6338,20-6-2019,18:41:13,33.72,37.94
6339,20-6-2019,18:41:15,33.72,37.94
6340,20-6-2019,18:41:17,33.72,37.94
6341,20-6-2019,18:41:18,33.72,37.94
6342,20-6-2019,18:41:20,33.72,37.94
6343,20-6-2019,18:41:22,33.72,37.94
6344,20-6-2019,18:41:24,33.72,37.94
6345,20-6-2019,18:41:26,33.72,37.94
6346,20-6-2019,18:41:28,33.72,37.94
6347,20-6-2019,18:41:29,33.72,37.94
6348,20-6-2019,18:41:31,33.72,37.94
6349,20-6-2019,18:41:33,33.72,37.94
6350,20-6-2019,18:41:35,33.72,37.94
6351,20-6-2019,18:41:37,33.72,37.94
6352,20-6-2019,18:41:38,33.72,37.94
6353,20-6-2019,18:41:40,33.72,37.94
6354,20-6-2019,18:41:42,33.72,37.94
6355,20-6-2019,18:41:44,33.72,37.94
6356,20-6-2019,18:41:46,33.72,37.94
6357,20-6-2019,18:41:47,33.24,37.94
6358,20-6-2019,18:41:49,33.72,37.94
6359,20-6-2019,18:41:51,33.72,37.94
6360,20-6-2019,18:41:53,33.72,37.94
6361,20-6-2019,18:41:55,33.72,37.94
6362,20-6-2019,18:41:56,33.72,37.94
6363,20-6-2019,18:41:58,33.72,37.94
6364,20-6-2019,18:42:0,34.21,37.94
6365,20-6-2019,18:42:2,33.72,37.94
6366,20-6-2019,18:42:4,33.72,37.94
6367,20-6-2019,18:42:5,33.72,37.88
6368,20-6-2019,18:42:7,33.72,37.88
6369,20-6-2019,18:42:9,34.21,37.88
6370,20-6-2019,18:42:11,33.72,37.88
6371,20-6-2019,18:42:13,34.21,37.88
6372,20-6-2019,18:42:15,34.21,37.88
6373,20-6-2019,18:42:16,34.21,37.88
6374,20-6-2019,18:42:18,33.72,37.88
6375,20-6-2019,18:42:20,33.72,37.88
6376,20-6-2019,18:42:22,33.72,37.88
6377,20-6-2019,18:42:24,33.72,37.88
6378,20-6-2019,18:42:25,34.21,37.88
6379,20-6-2019,18:42:27,33.72,37.88
6380,20-6-2019,18:42:29,33.72,37.88
6381,20-6-2019,18:42:31,33.72,37.88
6382,20-6-2019,18:42:33,34.21,37.88
6383,20-6-2019,18:42:34,34.21,37.88
6384,20-6-2019,18:42:36,34.21,37.88
6385,20-6-2019,18:42:38,33.72,37.88
6386,20-6-2019,18:42:40,33.72,37.88
6387,20-6-2019,18:42:42,33.72,37.88
6388,20-6-2019,18:42:43,33.72,37.81
6389,20-6-2019,18:42:45,33.72,37.88
6390,20-6-2019,18:42:47,33.72,37.88
6391,20-6-2019,18:42:49,33.72,37.81
6392,20-6-2019,18:42:51,33.72,37.81
6393,20-6-2019,18:42:52,33.72,37.81
6394,20-6-2019,18:42:54,33.72,37.81
6395,20-6-2019,18:42:56,33.72,37.81
6396,20-6-2019,18:42:58,33.72,37.81
6397,20-6-2019,18:43:0,34.21,37.81
6398,20-6-2019,18:43:2,33.72,37.81
6399,20-6-2019,18:43:3,34.21,37.81
6400,20-6-2019,18:43:5,34.21,37.81
6401,20-6-2019,18:43:7,34.21,37.81
6402,20-6-2019,18:43:9,33.72,37.81
6403,20-6-2019,18:43:11,33.72,37.81
6404,20-6-2019,18:43:12,34.21,37.81
6405,20-6-2019,18:43:14,34.21,37.81
6406,20-6-2019,18:43:16,34.21,37.81
6407,20-6-2019,18:43:18,34.21,37.81
6408,20-6-2019,18:43:20,34.21,37.81
6409,20-6-2019,18:43:21,33.72,37.81
6410,20-6-2019,18:43:23,33.72,37.81
6411,20-6-2019,18:43:25,33.72,37.81
6412,20-6-2019,18:43:27,33.72,37.81
6413,20-6-2019,18:43:29,33.72,37.81
6414,20-6-2019,18:43:30,33.72,37.81
6415,20-6-2019,18:43:32,33.72,37.81
6416,20-6-2019,18:43:34,33.24,37.81
6417,20-6-2019,18:43:36,33.72,37.81
6418,20-6-2019,18:43:38,33.72,37.81
6419,20-6-2019,18:43:39,33.72,37.81
6420,20-6-2019,18:43:41,33.72,37.81
6421,20-6-2019,18:43:43,33.72,37.81
6422,20-6-2019,18:43:45,33.72,37.81
6423,20-6-2019,18:43:47,33.72,37.81
6424,20-6-2019,18:43:48,33.72,37.81
6425,20-6-2019,18:43:50,33.72,37.81
6426,20-6-2019,18:43:52,33.72,37.81
6427,20-6-2019,18:43:54,33.72,37.81
6428,20-6-2019,18:43:56,33.72,37.81
6429,20-6-2019,18:43:58,33.72,37.81
6430,20-6-2019,18:43:59,33.72,37.75
6431,20-6-2019,18:44:1,33.72,37.75
6432,20-6-2019,18:44:3,33.72,37.75
6433,20-6-2019,18:44:5,33.72,37.75
6434,20-6-2019,18:44:7,33.72,37.75
6435,20-6-2019,18:44:8,33.72,37.75
6436,20-6-2019,18:44:10,33.72,37.75
6437,20-6-2019,18:44:12,33.72,37.75
6438,20-6-2019,18:44:14,34.21,37.75
6439,20-6-2019,18:44:16,34.21,37.75
6440,20-6-2019,18:44:17,34.21,37.75
6441,20-6-2019,18:44:19,33.72,37.75
6442,20-6-2019,18:44:21,34.21,37.75
6443,20-6-2019,18:44:23,34.21,37.75
6444,20-6-2019,18:44:25,34.21,37.75
6445,20-6-2019,18:44:26,34.21,37.75
6446,20-6-2019,18:44:28,34.21,37.81
6447,20-6-2019,18:44:30,34.21,37.75
6448,20-6-2019,18:44:32,34.21,37.75
6449,20-6-2019,18:44:34,34.21,37.75
6450,20-6-2019,18:44:36,34.21,37.81
6451,20-6-2019,18:44:37,34.21,37.75
6452,20-6-2019,18:44:39,34.21,37.75
6453,20-6-2019,18:44:41,34.21,37.75
6454,20-6-2019,18:44:43,33.72,37.75
6455,20-6-2019,18:44:45,34.21,37.75
6456,20-6-2019,18:44:46,34.21,37.75
6457,20-6-2019,18:44:48,34.21,37.75
6458,20-6-2019,18:44:50,33.72,37.75
6459,20-6-2019,18:44:52,34.21,37.75
6460,20-6-2019,18:44:54,34.21,37.75
6461,20-6-2019,18:44:55,34.21,37.75
6462,20-6-2019,18:44:57,33.72,37.75
6463,20-6-2019,18:44:59,33.72,37.75
6464,20-6-2019,18:45:1,33.72,37.75
6465,20-6-2019,18:45:3,33.72,37.75
6466,20-6-2019,18:45:4,33.72,37.75
6467,20-6-2019,18:45:6,34.21,37.75
6468,20-6-2019,18:45:8,33.72,37.75
6469,20-6-2019,18:45:10,34.21,37.75
6470,20-6-2019,18:45:12,33.72,37.69
6471,20-6-2019,18:45:13,34.21,37.69
6472,20-6-2019,18:45:15,33.72,37.69
6473,20-6-2019,18:45:17,34.21,37.75
6474,20-6-2019,18:45:19,33.72,37.69
6475,20-6-2019,18:45:21,33.72,37.69
6476,20-6-2019,18:45:23,34.21,37.69
6477,20-6-2019,18:45:24,33.72,37.75
6478,20-6-2019,18:45:26,34.21,37.69
6479,20-6-2019,18:45:28,34.21,37.75
6480,20-6-2019,18:45:30,33.72,37.69
6481,20-6-2019,18:45:32,34.21,37.69
6482,20-6-2019,18:45:33,34.21,37.69
6483,20-6-2019,18:45:35,34.21,37.69
6484,20-6-2019,18:45:37,33.72,37.69
6485,20-6-2019,18:45:39,33.72,37.69
6486,20-6-2019,18:45:41,33.72,37.69
6487,20-6-2019,18:45:42,33.72,37.69
6488,20-6-2019,18:45:44,33.72,37.69
6489,20-6-2019,18:45:46,33.72,37.69
6490,20-6-2019,18:45:48,33.72,37.69
6491,20-6-2019,18:45:50,33.72,37.69
6492,20-6-2019,18:45:51,33.72,37.69
6493,20-6-2019,18:45:53,33.72,37.69
6494,20-6-2019,18:45:55,33.72,37.69
6495,20-6-2019,18:45:57,33.72,37.69
6496,20-6-2019,18:45:59,33.72,37.69
6497,20-6-2019,18:46:0,33.72,37.69
6498,20-6-2019,18:46:2,33.72,37.69
6499,20-6-2019,18:46:4,33.72,37.69
6500,20-6-2019,18:46:6,33.72,37.69
6501,20-6-2019,18:46:8,33.72,37.69
6502,20-6-2019,18:46:10,33.72,37.69
6503,20-6-2019,18:46:11,33.72,37.69
6504,20-6-2019,18:46:13,33.72,37.69
6505,20-6-2019,18:46:15,33.72,37.69
6506,20-6-2019,18:46:17,33.24,37.69
6507,20-6-2019,18:46:19,33.72,37.63
6508,20-6-2019,18:46:20,33.72,37.63
6509,20-6-2019,18:46:22,33.72,37.69
6510,20-6-2019,18:46:24,33.72,37.63
6511,20-6-2019,18:46:26,33.72,37.69
6512,20-6-2019,18:46:28,33.72,37.63
6513,20-6-2019,18:46:29,33.72,37.69
6514,20-6-2019,18:46:31,33.72,37.69
6515,20-6-2019,18:46:33,33.72,37.69
6516,20-6-2019,18:46:35,33.72,37.63
6517,20-6-2019,18:46:37,33.72,37.63
6518,20-6-2019,18:46:38,33.72,37.69
6519,20-6-2019,18:46:40,33.72,37.63
6520,20-6-2019,18:46:42,33.72,37.69
6521,20-6-2019,18:46:44,33.72,37.69
6522,20-6-2019,18:46:46,33.72,37.69
6523,20-6-2019,18:46:47,34.21,37.69
6524,20-6-2019,18:46:49,33.72,37.69
6525,20-6-2019,18:46:51,33.72,37.69
6526,20-6-2019,18:46:53,34.21,37.63
6527,20-6-2019,18:46:55,33.72,37.63
6528,20-6-2019,18:46:57,34.21,37.63
6529,20-6-2019,18:46:58,33.72,37.63
6530,20-6-2019,18:47:0,33.72,37.63
6531,20-6-2019,18:47:2,34.21,37.63
6532,20-6-2019,18:47:4,34.21,37.63
6533,20-6-2019,18:47:6,33.72,37.69
6534,20-6-2019,18:47:7,33.72,37.63
6535,20-6-2019,18:47:9,33.72,37.69
6536,20-6-2019,18:47:11,33.72,37.63
6537,20-6-2019,18:47:13,33.72,37.63
6538,20-6-2019,18:47:15,33.72,37.63
6539,20-6-2019,18:47:16,33.72,37.63
6540,20-6-2019,18:47:18,33.72,37.63
6541,20-6-2019,18:47:20,33.72,37.69
6542,20-6-2019,18:47:22,33.72,37.63
6543,20-6-2019,18:47:24,33.72,37.63
6544,20-6-2019,18:47:25,33.72,37.63
6545,20-6-2019,18:47:27,33.72,37.63
6546,20-6-2019,18:47:29,33.72,37.63
6547,20-6-2019,18:47:31,33.72,37.63
6548,20-6-2019,18:47:33,33.72,37.63
6549,20-6-2019,18:47:34,33.72,37.63
6550,20-6-2019,18:47:36,33.72,37.63
6551,20-6-2019,18:47:38,33.72,37.63
6552,20-6-2019,18:47:40,33.72,37.63
6553,20-6-2019,18:47:42,33.72,37.63
6554,20-6-2019,18:47:43,33.72,37.63
6555,20-6-2019,18:47:45,33.72,37.63
6556,20-6-2019,18:47:47,33.72,37.63
6557,20-6-2019,18:47:49,33.72,37.63
6558,20-6-2019,18:47:51,33.72,37.63
6559,20-6-2019,18:47:53,33.72,37.63
6560,20-6-2019,18:47:54,33.72,37.63
6561,20-6-2019,18:47:56,33.72,37.63
6562,20-6-2019,18:47:58,33.72,37.56
6563,20-6-2019,18:48:0,33.24,37.63
6564,20-6-2019,18:48:2,33.72,37.56
6565,20-6-2019,18:48:3,33.72,37.63
6566,20-6-2019,18:48:5,33.72,37.63
6567,20-6-2019,18:48:7,33.72,37.63
6568,20-6-2019,18:48:9,33.72,37.63
6569,20-6-2019,18:48:11,33.72,37.63
6570,20-6-2019,18:48:12,33.72,37.56
6571,20-6-2019,18:48:14,33.72,37.56
6572,20-6-2019,18:48:16,33.72,37.56
6573,20-6-2019,18:48:18,33.24,37.56
6574,20-6-2019,18:48:20,33.72,37.56
6575,20-6-2019,18:48:21,33.72,37.56
6576,20-6-2019,18:48:23,33.24,37.56
6577,20-6-2019,18:48:25,33.72,37.56
6578,20-6-2019,18:48:27,33.72,37.56
6579,20-6-2019,18:48:29,33.72,37.56
6580,20-6-2019,18:48:31,33.72,37.50
6581,20-6-2019,18:48:32,33.24,37.50
6582,20-6-2019,18:48:34,33.72,37.50
6583,20-6-2019,18:48:36,33.24,37.50
6584,20-6-2019,18:48:38,33.72,37.50
6585,20-6-2019,18:48:40,33.72,37.50
6586,20-6-2019,18:48:41,33.72,37.50
6587,20-6-2019,18:48:43,33.72,37.50
6588,20-6-2019,18:48:45,33.72,37.50
6589,20-6-2019,18:48:47,33.72,37.50
6590,20-6-2019,18:48:49,33.72,37.50
6591,20-6-2019,18:48:50,33.72,37.50
6592,20-6-2019,18:48:52,33.72,37.50
6593,20-6-2019,18:48:54,33.72,37.50
6594,20-6-2019,18:48:56,33.24,37.50
6595,20-6-2019,18:48:58,33.24,37.50
6596,20-6-2019,18:48:59,33.72,37.50
6597,20-6-2019,18:49:1,33.72,37.50
6598,20-6-2019,18:49:3,33.72,37.50
6599,20-6-2019,18:49:5,33.72,37.50
6600,20-6-2019,18:49:7,33.24,37.50
6601,20-6-2019,18:49:8,33.72,37.50
6602,20-6-2019,18:49:10,33.24,37.50
6603,20-6-2019,18:49:12,33.72,37.50
6604,20-6-2019,18:49:14,33.24,37.50
6605,20-6-2019,18:49:16,33.72,37.50
6606,20-6-2019,18:49:18,33.72,37.50
6607,20-6-2019,18:49:19,33.72,37.50
6608,20-6-2019,18:49:21,33.24,37.50
6609,20-6-2019,18:49:23,33.24,37.50
6610,20-6-2019,18:49:25,33.72,37.50
6611,20-6-2019,18:49:27,33.72,37.50
6612,20-6-2019,18:49:28,33.72,37.50
6613,20-6-2019,18:49:30,33.72,37.50
6614,20-6-2019,18:49:32,33.72,37.50
6615,20-6-2019,18:49:34,33.24,37.50
6616,20-6-2019,18:49:36,33.24,37.50
6617,20-6-2019,18:49:37,33.24,37.50
6618,20-6-2019,18:49:39,33.24,37.50
6619,20-6-2019,18:49:41,32.75,37.50
6620,20-6-2019,18:49:43,33.24,37.50
6621,20-6-2019,18:49:45,32.75,37.50
6622,20-6-2019,18:49:46,33.24,37.50
6623,20-6-2019,18:49:48,33.24,37.50
6624,20-6-2019,18:49:50,33.24,37.50
6625,20-6-2019,18:49:52,32.75,37.50
6626,20-6-2019,18:49:54,32.75,37.50
6627,20-6-2019,18:49:55,33.24,37.44
6628,20-6-2019,18:49:57,33.24,37.44
6629,20-6-2019,18:49:59,32.75,37.44
6630,20-6-2019,18:50:1,33.24,37.44
6631,20-6-2019,18:50:3,32.75,37.44
6632,20-6-2019,18:50:5,32.75,37.44
6633,20-6-2019,18:50:6,32.75,37.44
6634,20-6-2019,18:50:8,32.75,37.44
6635,20-6-2019,18:50:10,32.75,37.44
6636,20-6-2019,18:50:12,32.75,37.44
6637,20-6-2019,18:50:14,32.75,37.44
6638,20-6-2019,18:50:15,32.75,37.44
6639,20-6-2019,18:50:17,32.75,37.44
6640,20-6-2019,18:50:19,32.75,37.44
6641,20-6-2019,18:50:21,32.75,37.44
6642,20-6-2019,18:50:23,33.24,37.44
6643,20-6-2019,18:50:24,32.75,37.44
6644,20-6-2019,18:50:26,32.75,37.44
6645,20-6-2019,18:50:28,32.75,37.44
6646,20-6-2019,18:50:30,32.75,37.44
6647,20-6-2019,18:50:32,32.75,37.44
6648,20-6-2019,18:50:33,32.75,37.44
6649,20-6-2019,18:50:35,33.24,37.38
6650,20-6-2019,18:50:37,33.24,37.44
6651,20-6-2019,18:50:39,33.24,37.44
6652,20-6-2019,18:50:41,32.75,37.38
6653,20-6-2019,18:50:42,33.24,37.38
6654,20-6-2019,18:50:44,32.75,37.38
6655,20-6-2019,18:50:46,33.24,37.38
6656,20-6-2019,18:50:48,33.24,37.38
6657,20-6-2019,18:50:50,32.75,37.38
6658,20-6-2019,18:50:52,32.75,37.38
6659,20-6-2019,18:50:53,32.75,37.38
6660,20-6-2019,18:50:55,32.75,37.38
6661,20-6-2019,18:50:57,32.75,37.38
6662,20-6-2019,18:50:59,32.75,37.38
6663,20-6-2019,18:51:1,32.75,37.38
6664,20-6-2019,18:51:2,33.24,37.38
6665,20-6-2019,18:51:4,33.24,37.38
6666,20-6-2019,18:51:6,32.75,37.38
6667,20-6-2019,18:51:8,33.24,37.38
6668,20-6-2019,18:51:10,33.24,37.38
6669,20-6-2019,18:51:11,33.24,37.38
6670,20-6-2019,18:51:13,32.75,37.38
6671,20-6-2019,18:51:15,33.24,37.38
6672,20-6-2019,18:51:17,32.75,37.38
6673,20-6-2019,18:51:19,33.24,37.38
6674,20-6-2019,18:51:20,32.75,37.38
6675,20-6-2019,18:51:22,33.24,37.38
6676,20-6-2019,18:51:24,32.75,37.38
6677,20-6-2019,18:51:26,33.24,37.38
6678,20-6-2019,18:51:28,33.24,37.38
6679,20-6-2019,18:51:29,32.75,37.38
6680,20-6-2019,18:51:31,33.24,37.38
6681,20-6-2019,18:51:33,33.24,37.38
6682,20-6-2019,18:51:35,32.75,37.31
6683,20-6-2019,18:51:37,33.24,37.31
6684,20-6-2019,18:51:39,33.24,37.38
6685,20-6-2019,18:51:40,33.24,37.38
6686,20-6-2019,18:51:42,33.24,37.38
6687,20-6-2019,18:51:44,32.75,37.38
6688,20-6-2019,18:51:46,33.24,37.38
6689,20-6-2019,18:51:48,33.24,37.38
6690,20-6-2019,18:51:49,32.75,37.38
6691,20-6-2019,18:51:51,33.24,37.38
6692,20-6-2019,18:51:53,33.24,37.38
6693,20-6-2019,18:51:55,32.75,37.31
6694,20-6-2019,18:51:57,32.75,37.38
6695,20-6-2019,18:51:58,32.75,37.38
6696,20-6-2019,18:52:0,33.24,37.31
6697,20-6-2019,18:52:2,33.24,37.38
6698,20-6-2019,18:52:4,32.75,37.38
6699,20-6-2019,18:52:6,33.24,37.38
6700,20-6-2019,18:52:7,33.24,37.38
6701,20-6-2019,18:52:9,32.75,37.31
6702,20-6-2019,18:52:11,32.75,37.31
6703,20-6-2019,18:52:13,32.75,37.31
6704,20-6-2019,18:52:15,32.75,37.31
6705,20-6-2019,18:52:17,32.75,37.31
6706,20-6-2019,18:52:18,32.75,37.31
6707,20-6-2019,18:52:20,32.75,37.31
6708,20-6-2019,18:52:22,32.75,37.31
6709,20-6-2019,18:52:24,32.75,37.31
6710,20-6-2019,18:52:26,32.75,37.31
6711,20-6-2019,18:52:27,32.75,37.31
6712,20-6-2019,18:52:29,33.24,37.31
6713,20-6-2019,18:52:31,32.75,37.31
6714,20-6-2019,18:52:33,32.75,37.31
6715,20-6-2019,18:52:35,33.24,37.31
6716,20-6-2019,18:52:36,32.75,37.31
6717,20-6-2019,18:52:38,32.75,37.31
6718,20-6-2019,18:52:40,33.24,37.31
6719,20-6-2019,18:52:42,33.24,37.31
6720,20-6-2019,18:52:44,32.75,37.31
6721,20-6-2019,18:52:45,33.24,37.31
6722,20-6-2019,18:52:47,32.75,37.31
6723,20-6-2019,18:52:49,32.75,37.31
6724,20-6-2019,18:52:51,32.75,37.31
6725,20-6-2019,18:52:53,32.75,37.31
6726,20-6-2019,18:52:54,32.75,37.31
6727,20-6-2019,18:52:56,32.75,37.31
6728,20-6-2019,18:52:58,32.75,37.31
6729,20-6-2019,18:53:0,33.24,37.31
6730,20-6-2019,18:53:2,33.24,37.31
6731,20-6-2019,18:53:3,33.24,37.31
6732,20-6-2019,18:53:5,33.24,37.31
6733,20-6-2019,18:53:7,33.24,37.31
6734,20-6-2019,18:53:9,33.24,37.31
6735,20-6-2019,18:53:11,33.24,37.31
6736,20-6-2019,18:53:13,32.75,37.31
6737,20-6-2019,18:53:14,32.75,37.31
6738,20-6-2019,18:53:16,32.75,37.31
6739,20-6-2019,18:53:18,32.75,37.31
6740,20-6-2019,18:53:20,33.24,37.31
6741,20-6-2019,18:53:22,32.75,37.31
6742,20-6-2019,18:53:23,32.75,37.31
6743,20-6-2019,18:53:25,32.75,37.31
6744,20-6-2019,18:53:27,33.24,37.31
6745,20-6-2019,18:53:29,32.75,37.31
6746,20-6-2019,18:53:31,32.75,37.31
6747,20-6-2019,18:53:32,32.75,37.31
6748,20-6-2019,18:53:34,33.24,37.31
6749,20-6-2019,18:53:36,33.24,37.31
6750,20-6-2019,18:53:38,32.75,37.31
6751,20-6-2019,18:53:40,32.75,37.31
6752,20-6-2019,18:53:41,32.75,37.31
6753,20-6-2019,18:53:43,32.75,37.25
6754,20-6-2019,18:53:45,32.75,37.25
6755,20-6-2019,18:53:47,32.75,37.25
6756,20-6-2019,18:53:49,32.75,37.31
6757,20-6-2019,18:53:50,32.75,37.25
6758,20-6-2019,18:53:52,32.75,37.25
6759,20-6-2019,18:53:54,32.75,37.25
6760,20-6-2019,18:53:56,32.75,37.25
6761,20-6-2019,18:53:58,32.75,37.25
6762,20-6-2019,18:54:0,33.24,37.25
6763,20-6-2019,18:54:1,32.75,37.25
6764,20-6-2019,18:54:3,33.24,37.25
6765,20-6-2019,18:54:5,32.75,37.25
6766,20-6-2019,18:54:7,32.75,37.25
6767,20-6-2019,18:54:9,33.24,37.25
6768,20-6-2019,18:54:10,33.24,37.25
6769,20-6-2019,18:54:12,33.24,37.25
6770,20-6-2019,18:54:14,33.24,37.25
6771,20-6-2019,18:54:16,33.24,37.25
6772,20-6-2019,18:54:18,33.24,37.25
6773,20-6-2019,18:54:19,33.24,37.25
6774,20-6-2019,18:54:21,33.24,37.25
6775,20-6-2019,18:54:23,33.24,37.25
6776,20-6-2019,18:54:25,33.24,37.25
6777,20-6-2019,18:54:27,33.24,37.25
6778,20-6-2019,18:54:28,33.24,37.25
6779,20-6-2019,18:54:30,33.24,37.25
6780,20-6-2019,18:54:32,33.24,37.25
6781,20-6-2019,18:54:34,33.24,37.25
6782,20-6-2019,18:54:36,33.24,37.25
6783,20-6-2019,18:54:37,33.24,37.25
6784,20-6-2019,18:54:39,33.24,37.25
6785,20-6-2019,18:54:41,33.24,37.25
6786,20-6-2019,18:54:43,33.24,37.25
6787,20-6-2019,18:54:45,33.24,37.25
6788,20-6-2019,18:54:47,33.24,37.25
6789,20-6-2019,18:54:48,33.24,37.25
6790,20-6-2019,18:54:50,33.24,37.19
6791,20-6-2019,18:54:52,33.24,37.19
6792,20-6-2019,18:54:54,33.24,37.25
6793,20-6-2019,18:54:56,32.75,37.25
6794,20-6-2019,18:54:57,33.24,37.25
6795,20-6-2019,18:54:59,33.24,37.25
6796,20-6-2019,18:55:1,33.24,37.25
6797,20-6-2019,18:55:3,33.24,37.19
6798,20-6-2019,18:55:5,33.24,37.25
6799,20-6-2019,18:55:6,33.24,37.19
6800,20-6-2019,18:55:8,33.24,37.25
6801,20-6-2019,18:55:10,33.24,37.19
6802,20-6-2019,18:55:12,33.72,37.25
6803,20-6-2019,18:55:14,33.72,37.19
6804,20-6-2019,18:55:15,33.72,37.25
6805,20-6-2019,18:55:17,33.24,37.25
6806,20-6-2019,18:55:19,33.72,37.25
6807,20-6-2019,18:55:21,33.72,37.25
6808,20-6-2019,18:55:23,33.24,37.25
6809,20-6-2019,18:55:24,33.72,37.25
6810,20-6-2019,18:55:26,33.72,37.25
6811,20-6-2019,18:55:28,33.24,37.25
6812,20-6-2019,18:55:30,33.72,37.25
6813,20-6-2019,18:55:32,33.24,37.25
6814,20-6-2019,18:55:34,33.72,37.25
6815,20-6-2019,18:55:35,33.24,37.25
6816,20-6-2019,18:55:37,33.72,37.25
6817,20-6-2019,18:55:39,33.24,37.25
6818,20-6-2019,18:55:41,33.24,37.25
6819,20-6-2019,18:55:43,33.72,37.19
6820,20-6-2019,18:55:45,33.24,37.25
6821,20-6-2019,18:55:46,33.72,37.25
6822,20-6-2019,18:55:48,33.24,37.25
6823,20-6-2019,18:55:50,33.72,37.25
6824,20-6-2019,18:55:52,33.72,37.25
6825,20-6-2019,18:55:54,33.72,37.25
6826,20-6-2019,18:55:55,33.72,37.25
6827,20-6-2019,18:55:57,33.72,37.25
6828,20-6-2019,18:55:59,33.72,37.25
6829,20-6-2019,18:56:1,33.72,37.25
6830,20-6-2019,18:56:3,33.72,37.25
6831,20-6-2019,18:56:4,33.72,37.25
6832,20-6-2019,18:56:6,34.21,37.25
6833,20-6-2019,18:56:8,34.21,37.25
6834,20-6-2019,18:56:10,33.72,37.19
6835,20-6-2019,18:56:12,34.21,37.19
6836,20-6-2019,18:56:13,34.21,37.19
6837,20-6-2019,18:56:15,34.21,37.19
6838,20-6-2019,18:56:17,34.21,37.19
6839,20-6-2019,18:56:19,34.21,37.19
6840,20-6-2019,18:56:21,34.21,37.19
6841,20-6-2019,18:56:23,34.21,37.19
6842,20-6-2019,18:56:24,33.72,37.19
6843,20-6-2019,18:56:26,34.21,37.19
6844,20-6-2019,18:56:28,34.21,37.19
6845,20-6-2019,18:56:30,34.21,37.19
6846,20-6-2019,18:56:32,34.21,37.19
6847,20-6-2019,18:56:33,34.21,37.19
6848,20-6-2019,18:56:35,34.21,37.19
6849,20-6-2019,18:56:37,34.21,37.19
6850,20-6-2019,18:56:39,34.21,37.19
6851,20-6-2019,18:56:41,34.21,37.19
6852,20-6-2019,18:56:42,34.21,37.19
6853,20-6-2019,18:56:44,33.72,37.19
6854,20-6-2019,18:56:46,33.72,37.19
6855,20-6-2019,18:56:48,34.21,37.19
6856,20-6-2019,18:56:50,34.21,37.19
6857,20-6-2019,18:56:51,33.72,37.19
6858,20-6-2019,18:56:53,33.72,37.19
6859,20-6-2019,18:56:55,34.21,37.19
6860,20-6-2019,18:56:57,34.21,37.19
6861,20-6-2019,18:56:59,34.21,37.19
6862,20-6-2019,18:57:0,34.21,37.19
6863,20-6-2019,18:57:2,34.21,37.19
6864,20-6-2019,18:57:4,34.21,37.19
