contador,fecha,hora,temperatura
17527,21-6-2019,0:18:25,29.75
17528,21-6-2019,0:18:27,29.75
17529,21-6-2019,0:18:29,29.75
17530,21-6-2019,0:18:30,29.75
17531,21-6-2019,0:18:32,29.75
17532,21-6-2019,0:18:34,29.75
17533,21-6-2019,0:18:36,29.75
17534,21-6-2019,0:18:38,29.75
17535,21-6-2019,0:18:39,29.75
17536,21-6-2019,0:18:41,29.75
17537,21-6-2019,0:18:43,29.75
17538,21-6-2019,0:18:45,29.75
17539,21-6-2019,0:18:47,29.75
17540,21-6-2019,0:18:48,29.75
17541,21-6-2019,0:18:50,29.75
17542,21-6-2019,0:18:52,29.75
17543,21-6-2019,0:18:54,29.75
17544,21-6-2019,0:18:56,29.75
17545,21-6-2019,0:18:58,29.75
17546,21-6-2019,0:18:59,29.75
17547,21-6-2019,0:19:1,29.75
17548,21-6-2019,0:19:3,29.75
17549,21-6-2019,0:19:5,29.75
17550,21-6-2019,0:19:7,29.75
17551,21-6-2019,0:19:8,29.75
17552,21-6-2019,0:19:10,29.75
17553,21-6-2019,0:19:12,29.75
17554,21-6-2019,0:19:14,29.75
17555,21-6-2019,0:19:16,29.75
17556,21-6-2019,0:19:17,29.75
17557,21-6-2019,0:19:19,29.75
17558,21-6-2019,0:19:21,29.75
17559,21-6-2019,0:19:23,29.75
17560,21-6-2019,0:19:25,29.75
17561,21-6-2019,0:19:26,29.75
17562,21-6-2019,0:19:28,29.75
17563,21-6-2019,0:19:30,29.75
17564,21-6-2019,0:19:32,29.75
17565,21-6-2019,0:19:34,29.75
17566,21-6-2019,0:19:35,29.75
17567,21-6-2019,0:19:37,29.75
17568,21-6-2019,0:19:39,29.75
17569,21-6-2019,0:19:41,29.69
17570,21-6-2019,0:19:43,29.69
17571,21-6-2019,0:19:44,29.75
17572,21-6-2019,0:19:46,29.75
17573,21-6-2019,0:19:48,29.75
17574,21-6-2019,0:19:50,29.75
17575,21-6-2019,0:19:52,29.75
17576,21-6-2019,0:19:54,29.69
17577,21-6-2019,0:19:55,29.69
17578,21-6-2019,0:19:57,29.69
17579,21-6-2019,0:19:59,29.69
17580,21-6-2019,0:20:1,29.69
17581,21-6-2019,0:20:3,29.69
17582,21-6-2019,0:20:4,29.69
17583,21-6-2019,0:20:6,29.69
17584,21-6-2019,0:20:8,29.69
17585,21-6-2019,0:20:10,29.69
17586,21-6-2019,0:20:12,29.69
17587,21-6-2019,0:20:13,29.69
17588,21-6-2019,0:20:15,29.69
17589,21-6-2019,0:20:17,29.69
17590,21-6-2019,0:20:19,29.69
17591,21-6-2019,0:20:21,29.69
17592,21-6-2019,0:20:22,29.69
17593,21-6-2019,0:20:24,29.69
17594,21-6-2019,0:20:26,29.69
17595,21-6-2019,0:20:28,29.69
17596,21-6-2019,0:20:30,29.69
17597,21-6-2019,0:20:32,29.69
17598,21-6-2019,0:20:33,29.69
17599,21-6-2019,0:20:35,29.69
17600,21-6-2019,0:20:37,29.69
17601,21-6-2019,0:20:39,29.69
17602,21-6-2019,0:20:41,29.69
17603,21-6-2019,0:20:42,29.69
17604,21-6-2019,0:20:44,29.69
17605,21-6-2019,0:20:46,29.69
17606,21-6-2019,0:20:48,29.69
17607,21-6-2019,0:20:50,29.69
17608,21-6-2019,0:20:51,29.69
17609,21-6-2019,0:20:53,29.69
17610,21-6-2019,0:20:55,29.69
17611,21-6-2019,0:20:57,29.69
17612,21-6-2019,0:20:59,29.69
17613,21-6-2019,0:21:0,29.69
17614,21-6-2019,0:21:2,29.69
17615,21-6-2019,0:21:4,29.69
17616,21-6-2019,0:21:6,29.69
17617,21-6-2019,0:21:8,29.69
17618,21-6-2019,0:21:9,29.69
17619,21-6-2019,0:21:11,29.69
17620,21-6-2019,0:21:13,29.69
17621,21-6-2019,0:21:15,29.69
17622,21-6-2019,0:21:17,29.69
17623,21-6-2019,0:21:18,29.69
17624,21-6-2019,0:21:20,29.69
17625,21-6-2019,0:21:22,29.69
17626,21-6-2019,0:21:24,29.69
17627,21-6-2019,0:21:26,29.69
17628,21-6-2019,0:21:28,29.69
17629,21-6-2019,0:21:30,29.69
17630,21-6-2019,0:21:31,29.69
17631,21-6-2019,0:21:33,29.69
17632,21-6-2019,0:21:35,29.69
17633,21-6-2019,0:21:37,29.69
17634,21-6-2019,0:21:39,29.69
17635,21-6-2019,0:21:41,29.69
17636,21-6-2019,0:21:42,29.69
17637,21-6-2019,0:21:44,29.69
17638,21-6-2019,0:21:46,29.69
17639,21-6-2019,0:21:48,29.69
17640,21-6-2019,0:21:50,29.69
17641,21-6-2019,0:21:51,29.69
17642,21-6-2019,0:21:53,29.69
17643,21-6-2019,0:21:55,29.69
17644,21-6-2019,0:21:57,29.69
17645,21-6-2019,0:21:59,29.69
17646,21-6-2019,0:22:0,29.69
17647,21-6-2019,0:22:2,29.69
17648,21-6-2019,0:22:4,29.69
17649,21-6-2019,0:22:6,29.69
17650,21-6-2019,0:22:8,29.69
17651,21-6-2019,0:22:9,29.69
17652,21-6-2019,0:22:11,29.69
17653,21-6-2019,0:22:13,29.69
17654,21-6-2019,0:22:15,29.69
17655,21-6-2019,0:22:17,29.69
17656,21-6-2019,0:22:18,29.69
17657,21-6-2019,0:22:20,29.69
17658,21-6-2019,0:22:22,29.69
17659,21-6-2019,0:22:24,29.69
17660,21-6-2019,0:22:26,29.69
17661,21-6-2019,0:22:27,29.69
17662,21-6-2019,0:22:29,29.69
17663,21-6-2019,0:22:31,29.69
17664,21-6-2019,0:22:33,29.69
17665,21-6-2019,0:22:35,29.69
17666,21-6-2019,0:22:37,29.69
17667,21-6-2019,0:22:38,29.69
17668,21-6-2019,0:22:40,29.69
17669,21-6-2019,0:22:42,29.69
17670,21-6-2019,0:22:44,29.69
17671,21-6-2019,0:22:46,29.69
17672,21-6-2019,0:22:47,29.69
17673,21-6-2019,0:22:49,29.69
17674,21-6-2019,0:22:51,29.69
17675,21-6-2019,0:22:53,29.69
17676,21-6-2019,0:22:55,29.69
17677,21-6-2019,0:22:56,29.69
17678,21-6-2019,0:22:58,29.69
17679,21-6-2019,0:23:0,29.69
17680,21-6-2019,0:23:2,29.69
17681,21-6-2019,0:23:4,29.69
17682,21-6-2019,0:23:5,29.69
17683,21-6-2019,0:23:7,29.69
17684,21-6-2019,0:23:9,29.69
17685,21-6-2019,0:23:11,29.69
17686,21-6-2019,0:23:13,29.69
17687,21-6-2019,0:23:14,29.69
17688,21-6-2019,0:23:16,29.69
17689,21-6-2019,0:23:18,29.69
17690,21-6-2019,0:23:20,29.69
17691,21-6-2019,0:23:22,29.69
17692,21-6-2019,0:23:24,29.69
17693,21-6-2019,0:23:25,29.69
17694,21-6-2019,0:23:27,29.69
17695,21-6-2019,0:23:29,29.69
17696,21-6-2019,0:23:31,29.69
17697,21-6-2019,0:23:33,29.69
17698,21-6-2019,0:23:34,29.69
17699,21-6-2019,0:23:36,29.69
17700,21-6-2019,0:23:38,29.69
17701,21-6-2019,0:23:40,29.69
17702,21-6-2019,0:23:42,29.69
17703,21-6-2019,0:23:43,29.69
17704,21-6-2019,0:23:45,29.69
17705,21-6-2019,0:23:47,29.69
17706,21-6-2019,0:23:49,29.69
17707,21-6-2019,0:23:51,29.69
17708,21-6-2019,0:23:52,29.69
17709,21-6-2019,0:23:54,29.69
17710,21-6-2019,0:23:56,29.69
17711,21-6-2019,0:23:58,29.69
17712,21-6-2019,0:24:0,29.69
17713,21-6-2019,0:24:2,29.69
17714,21-6-2019,0:24:3,29.62
17715,21-6-2019,0:24:5,29.69
17716,21-6-2019,0:24:7,29.69
17717,21-6-2019,0:24:9,29.69
17718,21-6-2019,0:24:11,29.69
17719,21-6-2019,0:24:12,29.69
17720,21-6-2019,0:24:14,29.69
17721,21-6-2019,0:24:16,29.69
17722,21-6-2019,0:24:18,29.69
17723,21-6-2019,0:24:20,29.69
17724,21-6-2019,0:24:21,29.69
17725,21-6-2019,0:24:23,29.69
17726,21-6-2019,0:24:25,29.69
17727,21-6-2019,0:24:27,29.69
17728,21-6-2019,0:24:29,29.69
17729,21-6-2019,0:24:30,29.69
17730,21-6-2019,0:24:32,29.69
17731,21-6-2019,0:24:34,29.62
17732,21-6-2019,0:24:36,29.62
17733,21-6-2019,0:24:38,29.69
17734,21-6-2019,0:24:39,29.62
17735,21-6-2019,0:24:41,29.69
17736,21-6-2019,0:24:43,29.62
17737,21-6-2019,0:24:45,29.62
17738,21-6-2019,0:24:47,29.62
17739,21-6-2019,0:24:49,29.62
17740,21-6-2019,0:24:50,29.69
17741,21-6-2019,0:24:52,29.62
17742,21-6-2019,0:24:54,29.69
17743,21-6-2019,0:24:56,29.62
17744,21-6-2019,0:24:58,29.62
17745,21-6-2019,0:24:59,29.62
17746,21-6-2019,0:25:1,29.62
17747,21-6-2019,0:25:3,29.62
17748,21-6-2019,0:25:5,29.69
17749,21-6-2019,0:25:7,29.62
17750,21-6-2019,0:25:8,29.69
17751,21-6-2019,0:25:10,29.62
17752,21-6-2019,0:25:12,29.69
17753,21-6-2019,0:25:14,29.69
17754,21-6-2019,0:25:16,29.69
17755,21-6-2019,0:25:17,29.69
17756,21-6-2019,0:25:19,29.69
17757,21-6-2019,0:25:21,29.69
17758,21-6-2019,0:25:23,29.62
17759,21-6-2019,0:25:25,29.69
17760,21-6-2019,0:25:26,29.69
17761,21-6-2019,0:25:28,29.69
17762,21-6-2019,0:25:30,29.69
17763,21-6-2019,0:25:32,29.69
17764,21-6-2019,0:25:34,29.69
17765,21-6-2019,0:25:36,29.69
17766,21-6-2019,0:25:37,29.69
17767,21-6-2019,0:25:39,29.69
17768,21-6-2019,0:25:41,29.62
17769,21-6-2019,0:25:43,29.69
17770,21-6-2019,0:25:45,29.69
17771,21-6-2019,0:25:46,29.69
17772,21-6-2019,0:25:48,29.69
17773,21-6-2019,0:25:50,29.69
17774,21-6-2019,0:25:52,29.69
17775,21-6-2019,0:25:54,29.69
17776,21-6-2019,0:25:55,29.69
17777,21-6-2019,0:25:57,29.69
17778,21-6-2019,0:25:59,29.69
17779,21-6-2019,0:26:1,29.69
17780,21-6-2019,0:26:3,29.69
17781,21-6-2019,0:26:4,29.62
17782,21-6-2019,0:26:6,29.69
17783,21-6-2019,0:26:8,29.69
17784,21-6-2019,0:26:10,29.69
17785,21-6-2019,0:26:12,29.69
17786,21-6-2019,0:26:13,29.69
17787,21-6-2019,0:26:15,29.62
17788,21-6-2019,0:26:17,29.69
17789,21-6-2019,0:26:19,29.62
17790,21-6-2019,0:26:21,29.62
17791,21-6-2019,0:26:23,29.62
17792,21-6-2019,0:26:24,29.69
17793,21-6-2019,0:26:26,29.62
17794,21-6-2019,0:26:28,29.62
17795,21-6-2019,0:26:30,29.62
17796,21-6-2019,0:26:32,29.69
17797,21-6-2019,0:26:33,29.62
17798,21-6-2019,0:26:35,29.62
17799,21-6-2019,0:26:37,29.62
17800,21-6-2019,0:26:39,29.69
17801,21-6-2019,0:26:41,29.62
17802,21-6-2019,0:26:42,29.62
17803,21-6-2019,0:26:44,29.62
17804,21-6-2019,0:26:46,29.62
17805,21-6-2019,0:26:48,29.62
17806,21-6-2019,0:26:50,29.62
17807,21-6-2019,0:26:51,29.62
17808,21-6-2019,0:26:53,29.62
17809,21-6-2019,0:26:55,29.62
17810,21-6-2019,0:26:57,29.62
17811,21-6-2019,0:26:59,29.62
17812,21-6-2019,0:27:0,29.62
17813,21-6-2019,0:27:2,29.62
17814,21-6-2019,0:27:4,29.62
17815,21-6-2019,0:27:6,29.62
17816,21-6-2019,0:27:8,29.62
17817,21-6-2019,0:27:10,29.62
17818,21-6-2019,0:27:11,29.62
17819,21-6-2019,0:27:13,29.62
17820,21-6-2019,0:27:15,29.62
17821,21-6-2019,0:27:17,29.62
17822,21-6-2019,0:27:19,29.62
17823,21-6-2019,0:27:20,29.62
17824,21-6-2019,0:27:22,29.62
17825,21-6-2019,0:27:24,29.62
17826,21-6-2019,0:27:26,29.62
17827,21-6-2019,0:27:28,29.62
17828,21-6-2019,0:27:29,29.62
17829,21-6-2019,0:27:31,29.62
17830,21-6-2019,0:27:33,29.62
17831,21-6-2019,0:27:35,29.62
17832,21-6-2019,0:27:37,29.62
17833,21-6-2019,0:27:38,29.62
17834,21-6-2019,0:27:40,29.62
17835,21-6-2019,0:27:42,29.62
17836,21-6-2019,0:27:44,29.62
17837,21-6-2019,0:27:46,29.62
17838,21-6-2019,0:27:48,29.62
17839,21-6-2019,0:27:49,29.62
17840,21-6-2019,0:27:51,29.62
17841,21-6-2019,0:27:53,29.62
17842,21-6-2019,0:27:55,29.62
17843,21-6-2019,0:27:57,29.62
17844,21-6-2019,0:27:58,29.62
17845,21-6-2019,0:28:0,29.62
17846,21-6-2019,0:28:2,29.62
17847,21-6-2019,0:28:4,29.62
17848,21-6-2019,0:28:6,29.62
17849,21-6-2019,0:28:7,29.62
17850,21-6-2019,0:28:9,29.62
17851,21-6-2019,0:28:11,29.62
17852,21-6-2019,0:28:13,29.62
17853,21-6-2019,0:28:15,29.62
17854,21-6-2019,0:28:16,29.62
17855,21-6-2019,0:28:18,29.62
17856,21-6-2019,0:28:20,29.62
17857,21-6-2019,0:28:22,29.62
17858,21-6-2019,0:28:24,29.62
17859,21-6-2019,0:28:25,29.62
17860,21-6-2019,0:28:27,29.62
17861,21-6-2019,0:28:29,29.62
17862,21-6-2019,0:28:31,29.62
17863,21-6-2019,0:28:33,29.62
17864,21-6-2019,0:28:35,29.62
17865,21-6-2019,0:28:36,29.62
17866,21-6-2019,0:28:38,29.62
17867,21-6-2019,0:28:40,29.62
17868,21-6-2019,0:28:42,29.62
17869,21-6-2019,0:28:44,29.62
17870,21-6-2019,0:28:45,29.62
17871,21-6-2019,0:28:47,29.62
17872,21-6-2019,0:28:49,29.62
17873,21-6-2019,0:28:51,29.62
17874,21-6-2019,0:28:53,29.62
17875,21-6-2019,0:28:54,29.62
17876,21-6-2019,0:28:56,29.62
17877,21-6-2019,0:28:58,29.62
17878,21-6-2019,0:29:0,29.56
17879,21-6-2019,0:29:2,29.62
17880,21-6-2019,0:29:3,29.62
17881,21-6-2019,0:29:5,29.62
17882,21-6-2019,0:29:7,29.62
17883,21-6-2019,0:29:9,29.62
17884,21-6-2019,0:29:11,29.62
17885,21-6-2019,0:29:12,29.62
17886,21-6-2019,0:29:14,29.62
17887,21-6-2019,0:29:16,29.62
17888,21-6-2019,0:29:18,29.62
17889,21-6-2019,0:29:20,29.62
17890,21-6-2019,0:29:22,29.62
17891,21-6-2019,0:29:23,29.62
17892,21-6-2019,0:29:25,29.62
17893,21-6-2019,0:29:27,29.62
17894,21-6-2019,0:29:29,29.62
17895,21-6-2019,0:29:31,29.62
17896,21-6-2019,0:29:32,29.62
17897,21-6-2019,0:29:34,29.62
17898,21-6-2019,0:29:36,29.62
17899,21-6-2019,0:29:38,29.62
17900,21-6-2019,0:29:40,29.62
17901,21-6-2019,0:29:41,29.62
17902,21-6-2019,0:29:43,29.62
17903,21-6-2019,0:29:45,29.62
17904,21-6-2019,0:29:47,29.62
17905,21-6-2019,0:29:49,29.62
17906,21-6-2019,0:29:50,29.62
17907,21-6-2019,0:29:52,29.62
17908,21-6-2019,0:29:54,29.62
17909,21-6-2019,0:29:56,29.62
17910,21-6-2019,0:29:58,29.62
17911,21-6-2019,0:29:59,29.62
17912,21-6-2019,0:30:1,29.62
17913,21-6-2019,0:30:3,29.62
17914,21-6-2019,0:30:5,29.62
17915,21-6-2019,0:30:7,29.62
17916,21-6-2019,0:30:9,29.62
17917,21-6-2019,0:30:10,29.62
17918,21-6-2019,0:30:12,29.62
17919,21-6-2019,0:30:14,29.62
17920,21-6-2019,0:30:16,29.62
17921,21-6-2019,0:30:18,29.62
17922,21-6-2019,0:30:19,29.62
17923,21-6-2019,0:30:21,29.62
17924,21-6-2019,0:30:23,29.62
17925,21-6-2019,0:30:25,29.62
17926,21-6-2019,0:30:27,29.62
17927,21-6-2019,0:30:28,29.62
17928,21-6-2019,0:30:30,29.56
17929,21-6-2019,0:30:32,29.62
17930,21-6-2019,0:30:34,29.62
17931,21-6-2019,0:30:36,29.62
17932,21-6-2019,0:30:37,29.62
17933,21-6-2019,0:30:39,29.62
17934,21-6-2019,0:30:41,29.62
17935,21-6-2019,0:30:43,29.62
17936,21-6-2019,0:30:45,29.62
17937,21-6-2019,0:30:46,29.62
17938,21-6-2019,0:30:48,29.62
17939,21-6-2019,0:30:50,29.62
17940,21-6-2019,0:30:52,29.62
17941,21-6-2019,0:30:54,29.62
17942,21-6-2019,0:30:56,29.62
17943,21-6-2019,0:30:57,29.62
17944,21-6-2019,0:30:59,29.62
17945,21-6-2019,0:31:1,29.62
17946,21-6-2019,0:31:3,29.62
17947,21-6-2019,0:31:5,29.62
17948,21-6-2019,0:31:6,29.62
17949,21-6-2019,0:31:8,29.62
17950,21-6-2019,0:31:10,29.62
17951,21-6-2019,0:31:12,29.62
17952,21-6-2019,0:31:14,29.62
17953,21-6-2019,0:31:15,29.62
17954,21-6-2019,0:31:17,29.62
17955,21-6-2019,0:31:19,29.62
17956,21-6-2019,0:31:21,29.62
17957,21-6-2019,0:31:23,29.62
17958,21-6-2019,0:31:24,29.62
17959,21-6-2019,0:31:26,29.62
17960,21-6-2019,0:31:28,29.62
17961,21-6-2019,0:31:30,29.62
17962,21-6-2019,0:31:32,29.62
17963,21-6-2019,0:31:33,29.62
17964,21-6-2019,0:31:35,29.62
17965,21-6-2019,0:31:37,29.62
17966,21-6-2019,0:31:39,29.62
17967,21-6-2019,0:31:41,29.62
17968,21-6-2019,0:31:43,29.62
17969,21-6-2019,0:31:44,29.62
17970,21-6-2019,0:31:46,29.62
17971,21-6-2019,0:31:48,29.62
17972,21-6-2019,0:31:50,29.62
17973,21-6-2019,0:31:52,29.62
17974,21-6-2019,0:31:53,29.62
17975,21-6-2019,0:31:55,29.62
17976,21-6-2019,0:31:57,29.62
17977,21-6-2019,0:31:59,29.62
17978,21-6-2019,0:32:1,29.62
17979,21-6-2019,0:32:2,29.62
17980,21-6-2019,0:32:4,29.62
17981,21-6-2019,0:32:6,29.62
17982,21-6-2019,0:32:8,29.62
17983,21-6-2019,0:32:10,29.62
17984,21-6-2019,0:32:11,29.62
17985,21-6-2019,0:32:13,29.62
17986,21-6-2019,0:32:15,29.62
17987,21-6-2019,0:32:17,29.62
17988,21-6-2019,0:32:19,29.62
17989,21-6-2019,0:32:20,29.62
17990,21-6-2019,0:32:22,29.62
17991,21-6-2019,0:32:24,29.62
17992,21-6-2019,0:32:26,29.62
17993,21-6-2019,0:32:28,29.56
17994,21-6-2019,0:32:30,29.62
17995,21-6-2019,0:32:31,29.62
17996,21-6-2019,0:32:33,29.62
17997,21-6-2019,0:32:35,29.62
17998,21-6-2019,0:32:37,29.62
17999,21-6-2019,0:32:39,29.62
18000,21-6-2019,0:32:40,29.62
18001,21-6-2019,0:32:42,29.62
18002,21-6-2019,0:32:44,29.62
18003,21-6-2019,0:32:46,29.62
18004,21-6-2019,0:32:48,29.62
18005,21-6-2019,0:32:49,29.56
18006,21-6-2019,0:32:51,29.62
18007,21-6-2019,0:32:53,29.62
18008,21-6-2019,0:32:55,29.62
18009,21-6-2019,0:32:57,29.62
18010,21-6-2019,0:32:58,29.56
18011,21-6-2019,0:33:0,29.62
18012,21-6-2019,0:33:2,29.62
18013,21-6-2019,0:33:4,29.56
18014,21-6-2019,0:33:6,29.62
18015,21-6-2019,0:33:7,29.62
18016,21-6-2019,0:33:9,29.62
18017,21-6-2019,0:33:11,29.62
18018,21-6-2019,0:33:13,29.62
18019,21-6-2019,0:33:15,29.56
18020,21-6-2019,0:33:17,29.62
18021,21-6-2019,0:33:18,29.62
18022,21-6-2019,0:33:20,29.62
18023,21-6-2019,0:33:22,29.56
18024,21-6-2019,0:33:24,29.62
18025,21-6-2019,0:33:26,29.56
18026,21-6-2019,0:33:27,29.62
18027,21-6-2019,0:33:29,29.56
18028,21-6-2019,0:33:31,29.62
18029,21-6-2019,0:33:33,29.56
18030,21-6-2019,0:33:35,29.56
18031,21-6-2019,0:33:36,29.56
18032,21-6-2019,0:33:38,29.56
18033,21-6-2019,0:33:40,29.56
18034,21-6-2019,0:33:42,29.56
18035,21-6-2019,0:33:44,29.56
18036,21-6-2019,0:33:45,29.56
18037,21-6-2019,0:33:47,29.56
18038,21-6-2019,0:33:49,29.56
18039,21-6-2019,0:33:51,29.56
18040,21-6-2019,0:33:53,29.56
18041,21-6-2019,0:33:54,29.56
18042,21-6-2019,0:33:56,29.56
18043,21-6-2019,0:33:58,29.56
18044,21-6-2019,0:34:0,29.56
18045,21-6-2019,0:34:2,29.56
18046,21-6-2019,0:34:4,29.56
18047,21-6-2019,0:34:5,29.56
18048,21-6-2019,0:34:7,29.56
18049,21-6-2019,0:34:9,29.56
18050,21-6-2019,0:34:11,29.56
18051,21-6-2019,0:34:13,29.56
18052,21-6-2019,0:34:14,29.56
18053,21-6-2019,0:34:16,29.56
18054,21-6-2019,0:34:18,29.56
18055,21-6-2019,0:34:20,29.56
18056,21-6-2019,0:34:22,29.56
18057,21-6-2019,0:34:23,29.56
18058,21-6-2019,0:34:25,29.56
18059,21-6-2019,0:34:27,29.56
18060,21-6-2019,0:34:29,29.56
18061,21-6-2019,0:34:31,29.56
18062,21-6-2019,0:34:32,29.56
18063,21-6-2019,0:34:34,29.56
18064,21-6-2019,0:34:36,29.56
18065,21-6-2019,0:34:38,29.56
18066,21-6-2019,0:34:40,29.56
18067,21-6-2019,0:34:41,29.56
18068,21-6-2019,0:34:43,29.56
18069,21-6-2019,0:34:45,29.56
18070,21-6-2019,0:34:47,29.56
18071,21-6-2019,0:34:49,29.56
18072,21-6-2019,0:34:51,29.56
18073,21-6-2019,0:34:52,29.56
18074,21-6-2019,0:34:54,29.56
18075,21-6-2019,0:34:56,29.56
18076,21-6-2019,0:34:58,29.56
18077,21-6-2019,0:35:0,29.56
18078,21-6-2019,0:35:1,29.56
18079,21-6-2019,0:35:3,29.56
18080,21-6-2019,0:35:5,29.56
18081,21-6-2019,0:35:7,29.56
18082,21-6-2019,0:35:9,29.56
18083,21-6-2019,0:35:10,29.56
18084,21-6-2019,0:35:12,29.56
18085,21-6-2019,0:35:14,29.56
18086,21-6-2019,0:35:16,29.56
18087,21-6-2019,0:35:18,29.56
18088,21-6-2019,0:35:19,29.56
18089,21-6-2019,0:35:21,29.56
18090,21-6-2019,0:35:23,29.56
18091,21-6-2019,0:35:25,29.56
18092,21-6-2019,0:35:27,29.56
18093,21-6-2019,0:35:28,29.56
18094,21-6-2019,0:35:30,29.56
18095,21-6-2019,0:35:32,29.56
18096,21-6-2019,0:35:34,29.56
18097,21-6-2019,0:35:36,29.56
18098,21-6-2019,0:35:38,29.56
18099,21-6-2019,0:35:39,29.56
18100,21-6-2019,0:35:41,29.56
18101,21-6-2019,0:35:43,29.56
18102,21-6-2019,0:35:45,29.56
18103,21-6-2019,0:35:47,29.56
18104,21-6-2019,0:35:48,29.56
18105,21-6-2019,0:35:50,29.56
18106,21-6-2019,0:35:52,29.56
18107,21-6-2019,0:35:54,29.56
18108,21-6-2019,0:35:56,29.56
18109,21-6-2019,0:35:57,29.56
18110,21-6-2019,0:35:59,29.56
18111,21-6-2019,0:36:1,29.56
18112,21-6-2019,0:36:3,29.56
18113,21-6-2019,0:36:5,29.56
18114,21-6-2019,0:36:6,29.56
18115,21-6-2019,0:36:8,29.56
18116,21-6-2019,0:36:10,29.56
18117,21-6-2019,0:36:12,29.56
18118,21-6-2019,0:36:14,29.56
18119,21-6-2019,0:36:16,29.56
18120,21-6-2019,0:36:17,29.56
18121,21-6-2019,0:36:19,29.56
18122,21-6-2019,0:36:21,29.56
18123,21-6-2019,0:36:23,29.56
18124,21-6-2019,0:36:25,29.56
18125,21-6-2019,0:36:26,29.56
18126,21-6-2019,0:36:28,29.56
18127,21-6-2019,0:36:30,29.56
18128,21-6-2019,0:36:32,29.56
18129,21-6-2019,0:36:34,29.56
18130,21-6-2019,0:36:35,29.56
18131,21-6-2019,0:36:37,29.56
18132,21-6-2019,0:36:39,29.56
18133,21-6-2019,0:36:41,29.56
18134,21-6-2019,0:36:43,29.56
18135,21-6-2019,0:36:44,29.56
18136,21-6-2019,0:36:46,29.56
18137,21-6-2019,0:36:48,29.56
18138,21-6-2019,0:36:50,29.56
18139,21-6-2019,0:36:52,29.56
18140,21-6-2019,0:36:53,29.5
18141,21-6-2019,0:36:55,29.56
18142,21-6-2019,0:36:57,29.5
18143,21-6-2019,0:36:59,29.56
18144,21-6-2019,0:37:1,29.56
18145,21-6-2019,0:37:3,29.56
18146,21-6-2019,0:37:4,29.5
18147,21-6-2019,0:37:6,29.56
18148,21-6-2019,0:37:8,29.56
18149,21-6-2019,0:37:10,29.56
18150,21-6-2019,0:37:12,29.56
18151,21-6-2019,0:37:13,29.56
18152,21-6-2019,0:37:15,29.5
18153,21-6-2019,0:37:17,29.56
18154,21-6-2019,0:37:19,29.56
18155,21-6-2019,0:37:21,29.5
18156,21-6-2019,0:37:22,29.5
18157,21-6-2019,0:37:24,29.56
18158,21-6-2019,0:37:26,29.56
18159,21-6-2019,0:37:28,29.5
18160,21-6-2019,0:37:30,29.5
18161,21-6-2019,0:37:31,29.56
18162,21-6-2019,0:37:33,29.56
18163,21-6-2019,0:37:35,29.56
18164,21-6-2019,0:37:37,29.56
18165,21-6-2019,0:37:39,29.56
18166,21-6-2019,0:37:40,29.56
18167,21-6-2019,0:37:42,29.5
18168,21-6-2019,0:37:44,29.56
18169,21-6-2019,0:37:46,29.56
18170,21-6-2019,0:37:48,29.5
18171,21-6-2019,0:37:50,29.56
18172,21-6-2019,0:37:51,29.5
18173,21-6-2019,0:37:53,29.56
18174,21-6-2019,0:37:55,29.56
18175,21-6-2019,0:37:57,29.56
18176,21-6-2019,0:37:59,29.56
18177,21-6-2019,0:38:0,29.56
18178,21-6-2019,0:38:2,29.56
18179,21-6-2019,0:38:4,29.5
18180,21-6-2019,0:38:6,29.5
18181,21-6-2019,0:38:8,29.56
18182,21-6-2019,0:38:9,29.56
18183,21-6-2019,0:38:11,29.56
18184,21-6-2019,0:38:13,29.56
18185,21-6-2019,0:38:15,29.56
18186,21-6-2019,0:38:17,29.56
18187,21-6-2019,0:38:18,29.56
18188,21-6-2019,0:38:20,29.56
18189,21-6-2019,0:38:22,29.56
18190,21-6-2019,0:38:24,29.56
18191,21-6-2019,0:38:26,29.56
18192,21-6-2019,0:38:27,29.56
18193,21-6-2019,0:38:29,29.56
18194,21-6-2019,0:38:31,29.56
18195,21-6-2019,0:38:33,29.56
18196,21-6-2019,0:38:35,29.56
18197,21-6-2019,0:38:37,29.56
18198,21-6-2019,0:38:38,29.56
18199,21-6-2019,0:38:40,29.56
18200,21-6-2019,0:38:42,29.56
18201,21-6-2019,0:38:44,29.5
18202,21-6-2019,0:38:46,29.56
18203,21-6-2019,0:38:47,29.56
18204,21-6-2019,0:38:49,29.56
18205,21-6-2019,0:38:51,29.5
18206,21-6-2019,0:38:53,29.56
18207,21-6-2019,0:38:55,29.56
18208,21-6-2019,0:38:56,29.5
18209,21-6-2019,0:38:58,29.5
18210,21-6-2019,0:39:0,29.5
18211,21-6-2019,0:39:2,29.5
18212,21-6-2019,0:39:4,29.5
18213,21-6-2019,0:39:5,29.5
18214,21-6-2019,0:39:7,29.5
18215,21-6-2019,0:39:9,29.56
18216,21-6-2019,0:39:11,29.5
18217,21-6-2019,0:39:13,29.5
18218,21-6-2019,0:39:14,29.5
18219,21-6-2019,0:39:16,29.5
18220,21-6-2019,0:39:18,29.5
18221,21-6-2019,0:39:20,29.5
18222,21-6-2019,0:39:22,29.5
18223,21-6-2019,0:39:24,29.5
18224,21-6-2019,0:39:25,29.5
18225,21-6-2019,0:39:27,29.5
