contador,fecha,hora,temperatura
8102,20-6-2019,19:34:23,35.25
8103,20-6-2019,19:34:25,35.25
8104,20-6-2019,19:34:26,35.25
8105,20-6-2019,19:34:28,35.25
8106,20-6-2019,19:34:30,35.25
8107,20-6-2019,19:34:32,35.19
8108,20-6-2019,19:34:34,35.25
8109,20-6-2019,19:34:35,35.25
8110,20-6-2019,19:34:37,35.19
8111,20-6-2019,19:34:39,35.19
8112,20-6-2019,19:34:41,35.19
8113,20-6-2019,19:34:43,35.19
8114,20-6-2019,19:34:44,35.19
8115,20-6-2019,19:34:46,35.19
8116,20-6-2019,19:34:48,35.19
8117,20-6-2019,19:34:50,35.19
8118,20-6-2019,19:34:52,35.19
8119,20-6-2019,19:34:53,35.19
8120,20-6-2019,19:34:55,35.19
8121,20-6-2019,19:34:57,35.19
8122,20-6-2019,19:34:59,35.19
8123,20-6-2019,19:35:1,35.19
8124,20-6-2019,19:35:2,35.19
8125,20-6-2019,19:35:4,35.19
8126,20-6-2019,19:35:6,35.19
8127,20-6-2019,19:35:8,35.19
8128,20-6-2019,19:35:10,35.19
8129,20-6-2019,19:35:12,35.19
8130,20-6-2019,19:35:13,35.19
8131,20-6-2019,19:35:15,35.19
8132,20-6-2019,19:35:17,35.19
8133,20-6-2019,19:35:19,35.19
8134,20-6-2019,19:35:21,35.19
8135,20-6-2019,19:35:22,35.19
8136,20-6-2019,19:35:24,35.19
8137,20-6-2019,19:35:26,35.19
8138,20-6-2019,19:35:28,35.19
8139,20-6-2019,19:35:30,35.19
8140,20-6-2019,19:35:31,35.19
8141,20-6-2019,19:35:33,35.19
8142,20-6-2019,19:35:35,35.19
8143,20-6-2019,19:35:37,35.13
8144,20-6-2019,19:35:39,35.19
8145,20-6-2019,19:35:40,35.19
8146,20-6-2019,19:35:42,35.19
8147,20-6-2019,19:35:44,35.19
8148,20-6-2019,19:35:46,35.19
8149,20-6-2019,19:35:48,35.19
8150,20-6-2019,19:35:49,35.19
8151,20-6-2019,19:35:51,35.19
8152,20-6-2019,19:35:53,35.19
8153,20-6-2019,19:35:55,35.19
8154,20-6-2019,19:35:57,35.19
8155,20-6-2019,19:35:59,35.13
8156,20-6-2019,19:36:0,35.13
8157,20-6-2019,19:36:2,35.13
8158,20-6-2019,19:36:4,35.13
8159,20-6-2019,19:36:6,35.13
8160,20-6-2019,19:36:8,35.19
8161,20-6-2019,19:36:9,35.13
8162,20-6-2019,19:36:11,35.13
8163,20-6-2019,19:36:13,35.13
8164,20-6-2019,19:36:15,35.13
8165,20-6-2019,19:36:17,35.13
8166,20-6-2019,19:36:18,35.13
8167,20-6-2019,19:36:20,35.13
8168,20-6-2019,19:36:22,35.13
8169,20-6-2019,19:36:24,35.13
8170,20-6-2019,19:36:26,35.13
8171,20-6-2019,19:36:27,35.13
8172,20-6-2019,19:36:29,35.13
8173,20-6-2019,19:36:31,35.13
8174,20-6-2019,19:36:33,35.13
8175,20-6-2019,19:36:35,35.13
8176,20-6-2019,19:36:36,35.13
8177,20-6-2019,19:36:38,35.13
8178,20-6-2019,19:36:40,35.13
8179,20-6-2019,19:36:42,35.13
8180,20-6-2019,19:36:44,35.13
8181,20-6-2019,19:36:46,35.13
8182,20-6-2019,19:36:47,35.13
8183,20-6-2019,19:36:49,35.13
8184,20-6-2019,19:36:51,35.13
8185,20-6-2019,19:36:53,35.13
8186,20-6-2019,19:36:55,35.13
8187,20-6-2019,19:36:56,35.13
8188,20-6-2019,19:36:58,35.06
8189,20-6-2019,19:37:0,35.06
8190,20-6-2019,19:37:2,35.06
8191,20-6-2019,19:37:4,35.06
8192,20-6-2019,19:37:5,35.06
8193,20-6-2019,19:37:7,35.06
8194,20-6-2019,19:37:9,35.06
8195,20-6-2019,19:37:11,35.06
8196,20-6-2019,19:37:13,35.06
8197,20-6-2019,19:37:14,35.06
8198,20-6-2019,19:37:16,35.06
8199,20-6-2019,19:37:18,35.06
8200,20-6-2019,19:37:20,35.06
8201,20-6-2019,19:37:22,35.06
8202,20-6-2019,19:37:23,35.06
8203,20-6-2019,19:37:25,35.06
8204,20-6-2019,19:37:27,35.06
8205,20-6-2019,19:37:29,35.06
8206,20-6-2019,19:37:31,35.06
8207,20-6-2019,19:37:33,35.06
8208,20-6-2019,19:37:34,35.06
8209,20-6-2019,19:37:36,35.06
8210,20-6-2019,19:37:38,35.06
8211,20-6-2019,19:37:40,35.06
8212,20-6-2019,19:37:42,35.06
8213,20-6-2019,19:37:43,35.06
8214,20-6-2019,19:37:45,35.06
8215,20-6-2019,19:37:47,35.06
8216,20-6-2019,19:37:49,35.06
8217,20-6-2019,19:37:51,35.06
8218,20-6-2019,19:37:52,35.06
8219,20-6-2019,19:37:54,35.06
8220,20-6-2019,19:37:56,35.06
8221,20-6-2019,19:37:58,35.06
8222,20-6-2019,19:38:0,35.06
8223,20-6-2019,19:38:1,35.06
8224,20-6-2019,19:38:3,35.06
8225,20-6-2019,19:38:5,35.06
8226,20-6-2019,19:38:7,35.06
8227,20-6-2019,19:38:9,35.06
8228,20-6-2019,19:38:10,35.06
8229,20-6-2019,19:38:12,35.06
8230,20-6-2019,19:38:14,35.06
8231,20-6-2019,19:38:16,35.06
8232,20-6-2019,19:38:18,35
8233,20-6-2019,19:38:20,35.06
8234,20-6-2019,19:38:21,35
8235,20-6-2019,19:38:23,35.06
8236,20-6-2019,19:38:25,35.06
8237,20-6-2019,19:38:27,35.06
8238,20-6-2019,19:38:29,35.06
8239,20-6-2019,19:38:30,35
8240,20-6-2019,19:38:32,35
8241,20-6-2019,19:38:34,35
8242,20-6-2019,19:38:36,35
8243,20-6-2019,19:38:38,35
8244,20-6-2019,19:38:39,35
8245,20-6-2019,19:38:41,35
8246,20-6-2019,19:38:43,35
8247,20-6-2019,19:38:45,35
8248,20-6-2019,19:38:47,35
8249,20-6-2019,19:38:48,35
8250,20-6-2019,19:38:50,35
8251,20-6-2019,19:38:52,35
8252,20-6-2019,19:38:54,35
8253,20-6-2019,19:38:56,35
8254,20-6-2019,19:38:57,35
8255,20-6-2019,19:38:59,35
8256,20-6-2019,19:39:1,35
8257,20-6-2019,19:39:3,35
8258,20-6-2019,19:39:5,35
8259,20-6-2019,19:39:7,35
8260,20-6-2019,19:39:8,35
8261,20-6-2019,19:39:10,35
8262,20-6-2019,19:39:12,35
8263,20-6-2019,19:39:14,35
8264,20-6-2019,19:39:16,35
8265,20-6-2019,19:39:17,35
8266,20-6-2019,19:39:19,35
8267,20-6-2019,19:39:21,35
8268,20-6-2019,19:39:23,35
8269,20-6-2019,19:39:25,35
8270,20-6-2019,19:39:26,35
8271,20-6-2019,19:39:28,35
8272,20-6-2019,19:39:30,35
8273,20-6-2019,19:39:32,34.94
8274,20-6-2019,19:39:34,34.94
8275,20-6-2019,19:39:35,34.94
8276,20-6-2019,19:39:37,34.94
8277,20-6-2019,19:39:39,34.94
8278,20-6-2019,19:39:41,34.94
8279,20-6-2019,19:39:43,34.94
8280,20-6-2019,19:39:44,34.94
8281,20-6-2019,19:39:46,34.94
8282,20-6-2019,19:39:48,34.94
8283,20-6-2019,19:39:50,34.94
8284,20-6-2019,19:39:52,34.94
8285,20-6-2019,19:39:54,34.94
8286,20-6-2019,19:39:55,34.94
8287,20-6-2019,19:39:57,34.94
8288,20-6-2019,19:39:59,34.94
8289,20-6-2019,19:40:1,34.94
8290,20-6-2019,19:40:3,34.94
8291,20-6-2019,19:40:4,34.94
8292,20-6-2019,19:40:6,34.94
8293,20-6-2019,19:40:8,34.94
8294,20-6-2019,19:40:10,34.94
8295,20-6-2019,19:40:12,34.94
8296,20-6-2019,19:40:13,34.94
8297,20-6-2019,19:40:15,34.94
8298,20-6-2019,19:40:17,34.94
8299,20-6-2019,19:40:19,34.94
8300,20-6-2019,19:40:21,34.94
8301,20-6-2019,19:40:22,34.94
8302,20-6-2019,19:40:24,34.94
8303,20-6-2019,19:40:26,34.94
8304,20-6-2019,19:40:28,34.94
8305,20-6-2019,19:40:30,34.94
8306,20-6-2019,19:40:31,34.94
8307,20-6-2019,19:40:33,34.94
8308,20-6-2019,19:40:35,34.94
8309,20-6-2019,19:40:37,34.94
8310,20-6-2019,19:40:39,34.94
8311,20-6-2019,19:40:41,34.94
8312,20-6-2019,19:40:42,34.94
8313,20-6-2019,19:40:44,34.94
8314,20-6-2019,19:40:46,34.94
8315,20-6-2019,19:40:48,34.94
8316,20-6-2019,19:40:50,34.94
8317,20-6-2019,19:40:51,34.94
8318,20-6-2019,19:40:53,34.94
8319,20-6-2019,19:40:55,34.94
8320,20-6-2019,19:40:57,34.94
8321,20-6-2019,19:40:59,34.88
8322,20-6-2019,19:41:0,34.94
8323,20-6-2019,19:41:2,34.88
8324,20-6-2019,19:41:4,34.94
8325,20-6-2019,19:41:6,34.94
8326,20-6-2019,19:41:8,34.94
8327,20-6-2019,19:41:9,34.94
8328,20-6-2019,19:41:11,34.94
8329,20-6-2019,19:41:13,34.94
8330,20-6-2019,19:41:15,34.94
8331,20-6-2019,19:41:17,34.94
8332,20-6-2019,19:41:18,34.94
8333,20-6-2019,19:41:20,34.88
8334,20-6-2019,19:41:22,34.88
8335,20-6-2019,19:41:24,34.94
8336,20-6-2019,19:41:26,34.88
8337,20-6-2019,19:41:28,34.88
8338,20-6-2019,19:41:29,34.88
8339,20-6-2019,19:41:31,34.88
8340,20-6-2019,19:41:33,34.88
8341,20-6-2019,19:41:35,34.88
8342,20-6-2019,19:41:37,34.88
8343,20-6-2019,19:41:38,34.88
8344,20-6-2019,19:41:40,34.88
8345,20-6-2019,19:41:42,34.88
8346,20-6-2019,19:41:44,34.88
8347,20-6-2019,19:41:46,34.88
8348,20-6-2019,19:41:47,34.88
8349,20-6-2019,19:41:49,34.88
8350,20-6-2019,19:41:51,34.88
8351,20-6-2019,19:41:53,34.88
8352,20-6-2019,19:41:55,34.88
8353,20-6-2019,19:41:56,34.88
8354,20-6-2019,19:41:58,34.88
8355,20-6-2019,19:42:0,34.88
8356,20-6-2019,19:42:2,34.88
8357,20-6-2019,19:42:4,34.88
8358,20-6-2019,19:42:5,34.88
8359,20-6-2019,19:42:7,34.88
8360,20-6-2019,19:42:9,34.88
8361,20-6-2019,19:42:11,34.81
8362,20-6-2019,19:42:13,34.81
8363,20-6-2019,19:42:15,34.81
8364,20-6-2019,19:42:16,34.81
8365,20-6-2019,19:42:18,34.81
8366,20-6-2019,19:42:20,34.81
8367,20-6-2019,19:42:22,34.81
8368,20-6-2019,19:42:24,34.81
8369,20-6-2019,19:42:25,34.81
8370,20-6-2019,19:42:27,34.81
8371,20-6-2019,19:42:29,34.81
8372,20-6-2019,19:42:31,34.81
8373,20-6-2019,19:42:33,34.81
8374,20-6-2019,19:42:34,34.81
8375,20-6-2019,19:42:36,34.81
8376,20-6-2019,19:42:38,34.81
8377,20-6-2019,19:42:40,34.81
8378,20-6-2019,19:42:42,34.81
8379,20-6-2019,19:42:43,34.81
8380,20-6-2019,19:42:45,34.75
8381,20-6-2019,19:42:47,34.81
8382,20-6-2019,19:42:49,34.75
8383,20-6-2019,19:42:51,34.81
8384,20-6-2019,19:42:52,34.75
8385,20-6-2019,19:42:54,34.81
8386,20-6-2019,19:42:56,34.81
8387,20-6-2019,19:42:58,34.75
8388,20-6-2019,19:43:0,34.75
8389,20-6-2019,19:43:2,34.75
8390,20-6-2019,19:43:3,34.81
8391,20-6-2019,19:43:5,34.75
8392,20-6-2019,19:43:7,34.75
8393,20-6-2019,19:43:9,34.75
8394,20-6-2019,19:43:11,34.75
8395,20-6-2019,19:43:12,34.75
8396,20-6-2019,19:43:14,34.81
8397,20-6-2019,19:43:16,34.75
8398,20-6-2019,19:43:18,34.75
8399,20-6-2019,19:43:20,34.75
8400,20-6-2019,19:43:21,34.75
8401,20-6-2019,19:43:23,34.75
8402,20-6-2019,19:43:25,34.75
8403,20-6-2019,19:43:27,34.75
8404,20-6-2019,19:43:29,34.75
8405,20-6-2019,19:43:30,34.75
8406,20-6-2019,19:43:32,34.75
8407,20-6-2019,19:43:34,34.75
8408,20-6-2019,19:43:36,34.75
8409,20-6-2019,19:43:38,34.75
8410,20-6-2019,19:43:39,34.75
8411,20-6-2019,19:43:41,34.75
8412,20-6-2019,19:43:43,34.75
8413,20-6-2019,19:43:45,34.75
8414,20-6-2019,19:43:47,34.75
8415,20-6-2019,19:43:49,34.75
8416,20-6-2019,19:43:50,34.75
8417,20-6-2019,19:43:52,34.75
8418,20-6-2019,19:43:54,34.75
8419,20-6-2019,19:43:56,34.75
8420,20-6-2019,19:43:58,34.75
8421,20-6-2019,19:43:59,34.75
8422,20-6-2019,19:44:1,34.75
8423,20-6-2019,19:44:3,34.75
8424,20-6-2019,19:44:5,34.75
8425,20-6-2019,19:44:7,34.75
8426,20-6-2019,19:44:8,34.75
8427,20-6-2019,19:44:10,34.75
8428,20-6-2019,19:44:12,34.75
8429,20-6-2019,19:44:14,34.75
8430,20-6-2019,19:44:16,34.75
8431,20-6-2019,19:44:17,34.75
8432,20-6-2019,19:44:19,34.75
8433,20-6-2019,19:44:21,34.75
8434,20-6-2019,19:44:23,34.69
8435,20-6-2019,19:44:25,34.69
8436,20-6-2019,19:44:26,34.69
8437,20-6-2019,19:44:28,34.69
8438,20-6-2019,19:44:30,34.69
8439,20-6-2019,19:44:32,34.75
8440,20-6-2019,19:44:34,34.69
8441,20-6-2019,19:44:36,34.69
8442,20-6-2019,19:44:37,34.69
8443,20-6-2019,19:44:39,34.69
8444,20-6-2019,19:44:41,34.69
8445,20-6-2019,19:44:43,34.69
8446,20-6-2019,19:44:45,34.69
8447,20-6-2019,19:44:46,34.69
8448,20-6-2019,19:44:48,34.69
8449,20-6-2019,19:44:50,34.69
8450,20-6-2019,19:44:52,34.69
8451,20-6-2019,19:44:54,34.69
8452,20-6-2019,19:44:55,34.69
8453,20-6-2019,19:44:57,34.69
8454,20-6-2019,19:44:59,34.69
8455,20-6-2019,19:45:1,34.69
8456,20-6-2019,19:45:3,34.69
8457,20-6-2019,19:45:4,34.69
8458,20-6-2019,19:45:6,34.69
8459,20-6-2019,19:45:8,34.69
8460,20-6-2019,19:45:10,34.69
8461,20-6-2019,19:45:12,34.69
8462,20-6-2019,19:45:13,34.69
8463,20-6-2019,19:45:15,34.69
8464,20-6-2019,19:45:17,34.69
8465,20-6-2019,19:45:19,34.69
8466,20-6-2019,19:45:21,34.69
8467,20-6-2019,19:45:23,34.69
8468,20-6-2019,19:45:24,34.69
8469,20-6-2019,19:45:26,34.69
8470,20-6-2019,19:45:28,34.69
8471,20-6-2019,19:45:30,34.69
8472,20-6-2019,19:45:32,34.69
8473,20-6-2019,19:45:33,34.69
8474,20-6-2019,19:45:35,34.69
8475,20-6-2019,19:45:37,34.69
8476,20-6-2019,19:45:39,34.69
8477,20-6-2019,19:45:41,34.69
8478,20-6-2019,19:45:42,34.69
8479,20-6-2019,19:45:44,34.69
8480,20-6-2019,19:45:46,34.69
8481,20-6-2019,19:45:48,34.69
8482,20-6-2019,19:45:50,34.69
8483,20-6-2019,19:45:51,34.69
8484,20-6-2019,19:45:53,34.69
8485,20-6-2019,19:45:55,34.69
8486,20-6-2019,19:45:57,34.69
8487,20-6-2019,19:45:59,34.69
8488,20-6-2019,19:46:0,34.69
8489,20-6-2019,19:46:2,34.69
8490,20-6-2019,19:46:4,34.69
8491,20-6-2019,19:46:6,34.69
8492,20-6-2019,19:46:8,34.69
8493,20-6-2019,19:46:10,34.69
8494,20-6-2019,19:46:11,34.69
8495,20-6-2019,19:46:13,34.69
8496,20-6-2019,19:46:15,34.69
8497,20-6-2019,19:46:17,34.69
8498,20-6-2019,19:46:19,34.69
8499,20-6-2019,19:46:20,34.69
8500,20-6-2019,19:46:22,34.69
8501,20-6-2019,19:46:24,34.69
8502,20-6-2019,19:46:26,34.69
8503,20-6-2019,19:46:28,34.69
8504,20-6-2019,19:46:29,34.69
8505,20-6-2019,19:46:31,34.63
8506,20-6-2019,19:46:33,34.63
8507,20-6-2019,19:46:35,34.69
8508,20-6-2019,19:46:37,34.63
8509,20-6-2019,19:46:38,34.63
8510,20-6-2019,19:46:40,34.63
8511,20-6-2019,19:46:42,34.63
8512,20-6-2019,19:46:44,34.63
8513,20-6-2019,19:46:46,34.63
8514,20-6-2019,19:46:47,34.63
8515,20-6-2019,19:46:49,34.63
8516,20-6-2019,19:46:51,34.63
8517,20-6-2019,19:46:53,34.63
8518,20-6-2019,19:46:55,34.63
8519,20-6-2019,19:46:57,34.63
8520,20-6-2019,19:46:58,34.63
8521,20-6-2019,19:47:0,34.63
8522,20-6-2019,19:47:2,34.63
8523,20-6-2019,19:47:4,34.63
8524,20-6-2019,19:47:6,34.63
8525,20-6-2019,19:47:7,34.63
8526,20-6-2019,19:47:9,34.63
8527,20-6-2019,19:47:11,34.63
8528,20-6-2019,19:47:13,34.63
8529,20-6-2019,19:47:15,34.63
8530,20-6-2019,19:47:16,34.63
8531,20-6-2019,19:47:18,34.63
8532,20-6-2019,19:47:20,34.63
8533,20-6-2019,19:47:22,34.63
8534,20-6-2019,19:47:24,34.63
8535,20-6-2019,19:47:25,34.63
8536,20-6-2019,19:47:27,34.63
8537,20-6-2019,19:47:29,34.63
8538,20-6-2019,19:47:31,34.63
8539,20-6-2019,19:47:33,34.63
8540,20-6-2019,19:47:34,34.63
8541,20-6-2019,19:47:36,34.56
8542,20-6-2019,19:47:38,34.63
8543,20-6-2019,19:47:40,34.63
8544,20-6-2019,19:47:42,34.63
8545,20-6-2019,19:47:44,34.63
8546,20-6-2019,19:47:45,34.63
8547,20-6-2019,19:47:47,34.63
8548,20-6-2019,19:47:49,34.63
8549,20-6-2019,19:47:51,34.63
8550,20-6-2019,19:47:53,34.63
8551,20-6-2019,19:47:54,34.63
8552,20-6-2019,19:47:56,34.63
8553,20-6-2019,19:47:58,34.63
8554,20-6-2019,19:48:0,34.63
8555,20-6-2019,19:48:2,34.63
8556,20-6-2019,19:48:3,34.63
8557,20-6-2019,19:48:5,34.63
8558,20-6-2019,19:48:7,34.63
8559,20-6-2019,19:48:9,34.63
8560,20-6-2019,19:48:11,34.63
8561,20-6-2019,19:48:12,34.63
8562,20-6-2019,19:48:14,34.56
8563,20-6-2019,19:48:16,34.56
8564,20-6-2019,19:48:18,34.63
8565,20-6-2019,19:48:20,34.63
8566,20-6-2019,19:48:21,34.56
8567,20-6-2019,19:48:23,34.56
8568,20-6-2019,19:48:25,34.56
8569,20-6-2019,19:48:27,34.56
8570,20-6-2019,19:48:29,34.56
8571,20-6-2019,19:48:31,34.56
8572,20-6-2019,19:48:32,34.63
8573,20-6-2019,19:48:34,34.56
8574,20-6-2019,19:48:36,34.56
8575,20-6-2019,19:48:38,34.56
8576,20-6-2019,19:48:40,34.56
8577,20-6-2019,19:48:41,34.56
8578,20-6-2019,19:48:43,34.56
8579,20-6-2019,19:48:45,34.56
8580,20-6-2019,19:48:47,34.56
8581,20-6-2019,19:48:49,34.56
8582,20-6-2019,19:48:50,34.56
8583,20-6-2019,19:48:52,34.56
8584,20-6-2019,19:48:54,34.56
8585,20-6-2019,19:48:56,34.56
8586,20-6-2019,19:48:58,34.56
8587,20-6-2019,19:48:59,34.56
8588,20-6-2019,19:49:1,34.56
8589,20-6-2019,19:49:3,34.56
8590,20-6-2019,19:49:5,34.56
8591,20-6-2019,19:49:7,34.56
8592,20-6-2019,19:49:9,34.56
8593,20-6-2019,19:49:10,34.56
8594,20-6-2019,19:49:12,34.56
8595,20-6-2019,19:49:14,34.56
8596,20-6-2019,19:49:16,34.56
8597,20-6-2019,19:49:18,34.56
8598,20-6-2019,19:49:19,34.56
8599,20-6-2019,19:49:21,34.5
8600,20-6-2019,19:49:23,34.5
8601,20-6-2019,19:49:25,34.5
8602,20-6-2019,19:49:27,34.5
8603,20-6-2019,19:49:28,34.5
8604,20-6-2019,19:49:30,34.5
8605,20-6-2019,19:49:32,34.5
8606,20-6-2019,19:49:34,34.5
8607,20-6-2019,19:49:36,34.5
8608,20-6-2019,19:49:37,34.5
8609,20-6-2019,19:49:39,34.5
8610,20-6-2019,19:49:41,34.5
8611,20-6-2019,19:49:43,34.5
8612,20-6-2019,19:49:45,34.5
8613,20-6-2019,19:49:46,34.5
8614,20-6-2019,19:49:48,34.5
8615,20-6-2019,19:49:50,34.5
8616,20-6-2019,19:49:52,34.5
8617,20-6-2019,19:49:54,34.5
8618,20-6-2019,19:49:56,34.5
8619,20-6-2019,19:49:57,34.5
8620,20-6-2019,19:49:59,34.5
8621,20-6-2019,19:50:1,34.5
8622,20-6-2019,19:50:3,34.5
8623,20-6-2019,19:50:5,34.5
8624,20-6-2019,19:50:6,34.5
8625,20-6-2019,19:50:8,34.5
8626,20-6-2019,19:50:10,34.5
8627,20-6-2019,19:50:12,34.5
8628,20-6-2019,19:50:14,34.5
8629,20-6-2019,19:50:15,34.5
8630,20-6-2019,19:50:17,34.5
8631,20-6-2019,19:50:19,34.5
8632,20-6-2019,19:50:21,34.5
8633,20-6-2019,19:50:23,34.44
8634,20-6-2019,19:50:24,34.44
8635,20-6-2019,19:50:26,34.44
8636,20-6-2019,19:50:28,34.44
8637,20-6-2019,19:50:30,34.44
8638,20-6-2019,19:50:32,34.5
8639,20-6-2019,19:50:33,34.44
8640,20-6-2019,19:50:35,34.44
8641,20-6-2019,19:50:37,34.44
8642,20-6-2019,19:50:39,34.44
8643,20-6-2019,19:50:41,34.44
8644,20-6-2019,19:50:43,34.5
8645,20-6-2019,19:50:44,34.5
8646,20-6-2019,19:50:46,34.44
8647,20-6-2019,19:50:48,34.5
8648,20-6-2019,19:50:50,34.44
8649,20-6-2019,19:50:52,34.5
8650,20-6-2019,19:50:53,34.44
8651,20-6-2019,19:50:55,34.5
8652,20-6-2019,19:50:57,34.5
8653,20-6-2019,19:50:59,34.5
8654,20-6-2019,19:51:1,34.5
8655,20-6-2019,19:51:2,34.44
8656,20-6-2019,19:51:4,34.5
8657,20-6-2019,19:51:6,34.5
8658,20-6-2019,19:51:8,34.5
8659,20-6-2019,19:51:10,34.5
8660,20-6-2019,19:51:11,34.5
8661,20-6-2019,19:51:13,34.44
8662,20-6-2019,19:51:15,34.5
8663,20-6-2019,19:51:17,34.44
8664,20-6-2019,19:51:19,34.5
8665,20-6-2019,19:51:20,34.5
8666,20-6-2019,19:51:22,34.5
8667,20-6-2019,19:51:24,34.44
8668,20-6-2019,19:51:26,34.44
8669,20-6-2019,19:51:28,34.44
8670,20-6-2019,19:51:30,34.44
8671,20-6-2019,19:51:31,34.44
8672,20-6-2019,19:51:33,34.44
8673,20-6-2019,19:51:35,34.44
8674,20-6-2019,19:51:37,34.44
8675,20-6-2019,19:51:39,34.44
8676,20-6-2019,19:51:40,34.44
8677,20-6-2019,19:51:42,34.44
8678,20-6-2019,19:51:44,34.44
8679,20-6-2019,19:51:46,34.44
8680,20-6-2019,19:51:48,34.44
8681,20-6-2019,19:51:49,34.44
8682,20-6-2019,19:51:51,34.44
8683,20-6-2019,19:51:53,34.44
8684,20-6-2019,19:51:55,34.44
8685,20-6-2019,19:51:57,34.44
8686,20-6-2019,19:51:58,34.44
8687,20-6-2019,19:52:0,34.44
8688,20-6-2019,19:52:2,34.44
8689,20-6-2019,19:52:4,34.44
8690,20-6-2019,19:52:6,34.44
8691,20-6-2019,19:52:7,34.44
8692,20-6-2019,19:52:9,34.44
8693,20-6-2019,19:52:11,34.44
8694,20-6-2019,19:52:13,34.44
8695,20-6-2019,19:52:15,34.44
8696,20-6-2019,19:52:16,34.44
8697,20-6-2019,19:52:18,34.44
8698,20-6-2019,19:52:20,34.44
8699,20-6-2019,19:52:22,34.44
8700,20-6-2019,19:52:24,34.44
8701,20-6-2019,19:52:26,34.44
8702,20-6-2019,19:52:27,34.44
8703,20-6-2019,19:52:29,34.44
8704,20-6-2019,19:52:31,34.44
8705,20-6-2019,19:52:33,34.44
8706,20-6-2019,19:52:35,34.44
8707,20-6-2019,19:52:36,34.38
8708,20-6-2019,19:52:38,34.44
8709,20-6-2019,19:52:40,34.44
8710,20-6-2019,19:52:42,34.44
8711,20-6-2019,19:52:44,34.44
8712,20-6-2019,19:52:45,34.44
8713,20-6-2019,19:52:47,34.38
8714,20-6-2019,19:52:49,34.44
8715,20-6-2019,19:52:51,34.44
8716,20-6-2019,19:52:53,34.44
8717,20-6-2019,19:52:54,34.44
8718,20-6-2019,19:52:56,34.44
8719,20-6-2019,19:52:58,34.44
8720,20-6-2019,19:53:0,34.44
8721,20-6-2019,19:53:2,34.38
8722,20-6-2019,19:53:4,34.44
8723,20-6-2019,19:53:5,34.44
8724,20-6-2019,19:53:7,34.38
8725,20-6-2019,19:53:9,34.44
8726,20-6-2019,19:53:11,34.38
8727,20-6-2019,19:53:13,34.38
8728,20-6-2019,19:53:14,34.38
8729,20-6-2019,19:53:16,34.38
8730,20-6-2019,19:53:18,34.38
8731,20-6-2019,19:53:20,34.38
8732,20-6-2019,19:53:22,34.38
8733,20-6-2019,19:53:23,34.38
8734,20-6-2019,19:53:25,34.38
8735,20-6-2019,19:53:27,34.38
8736,20-6-2019,19:53:29,34.38
8737,20-6-2019,19:53:31,34.38
8738,20-6-2019,19:53:32,34.38
8739,20-6-2019,19:53:34,34.38
8740,20-6-2019,19:53:36,34.38
8741,20-6-2019,19:53:38,34.38
8742,20-6-2019,19:53:40,34.38
8743,20-6-2019,19:53:41,34.38
8744,20-6-2019,19:53:43,34.38
8745,20-6-2019,19:53:45,34.38
8746,20-6-2019,19:53:47,34.38
8747,20-6-2019,19:53:49,34.38
8748,20-6-2019,19:53:51,34.38
8749,20-6-2019,19:53:52,34.38
8750,20-6-2019,19:53:54,34.38
8751,20-6-2019,19:53:56,34.38
8752,20-6-2019,19:53:58,34.38
8753,20-6-2019,19:54:0,34.38
8754,20-6-2019,19:54:1,34.38
8755,20-6-2019,19:54:3,34.38
8756,20-6-2019,19:54:5,34.38
8757,20-6-2019,19:54:7,34.38
8758,20-6-2019,19:54:9,34.38
8759,20-6-2019,19:54:10,34.38
8760,20-6-2019,19:54:12,34.38
8761,20-6-2019,19:54:14,34.38
8762,20-6-2019,19:54:16,34.38
8763,20-6-2019,19:54:18,34.38
8764,20-6-2019,19:54:19,34.31
8765,20-6-2019,19:54:21,34.38
8766,20-6-2019,19:54:23,34.38
8767,20-6-2019,19:54:25,34.31
8768,20-6-2019,19:54:27,34.31
8769,20-6-2019,19:54:28,34.31
8770,20-6-2019,19:54:30,34.31
8771,20-6-2019,19:54:32,34.31
8772,20-6-2019,19:54:34,34.31
8773,20-6-2019,19:54:36,34.31
8774,20-6-2019,19:54:38,34.31
8775,20-6-2019,19:54:39,34.31
8776,20-6-2019,19:54:41,34.31
8777,20-6-2019,19:54:43,34.31
8778,20-6-2019,19:54:45,34.31
8779,20-6-2019,19:54:47,34.31
8780,20-6-2019,19:54:48,34.31
8781,20-6-2019,19:54:50,34.31
8782,20-6-2019,19:54:52,34.31
8783,20-6-2019,19:54:54,34.31
8784,20-6-2019,19:54:56,34.31
8785,20-6-2019,19:54:57,34.31
8786,20-6-2019,19:54:59,34.31
8787,20-6-2019,19:55:1,34.31
8788,20-6-2019,19:55:3,34.31
8789,20-6-2019,19:55:5,34.31
8790,20-6-2019,19:55:6,34.31
8791,20-6-2019,19:55:8,34.31
8792,20-6-2019,19:55:10,34.31
8793,20-6-2019,19:55:12,34.31
8794,20-6-2019,19:55:14,34.31
8795,20-6-2019,19:55:15,34.31
8796,20-6-2019,19:55:17,34.31
8797,20-6-2019,19:55:19,34.31
8798,20-6-2019,19:55:21,34.25
8799,20-6-2019,19:55:23,34.31
8800,20-6-2019,19:55:25,34.31
8801,20-6-2019,19:55:26,34.31
8802,20-6-2019,19:55:28,34.25
8803,20-6-2019,19:55:30,34.31
